Variable,desc,code,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010
VA_Q,TOTAL MANUFACTURING,D,,7.296529376497266,-5.045353343779842,13.102970493065364,9.36273686610997,5.6215804391421695,7.72744987517811,-7.633985178436643,11.068687819525172,-0.8867369291088693,0.45609485482850176,-7.25384977411928,10.562833279502872,1.7479080425064384,0.9707752240478669,10.489473343432646,5.963900537666367,7.681778547850585,9.113923801428482,8.424065892290903,0.25599965267746205,6.417781190054088,3.189469512937305,-3.061429046029918,3.8112868060751524,9.840901945239661,5.6115331143401805,-10.681576139942662,-9.24136987610438,13.650660893359179,6.3836234861519845,5.717170097395152,-0.6901332416346123,-8.023642669649176,3.193705224637796,-3.4865107961018,8.579383605369468,7.651006535472204,3.4673033860183127,2.885317982159041,6.093595676741799,6.249525815523468,-1.0209250882816077,0.10924062399598947,-0.47810655070892466,4.3266708787598045,4.5536529791122335,6.314295343708317,2.5618817094768103,3.8047120447949547,8.594223849894568,7.412444503853742,5.563371983250591,3.051334127822469,-2.5400749069855135,1.6117714087218564,2.5600582535218543,4.487661598433436,1.3407052560855661,-0.21735604087873678,2.566370990128653,-9.502841399001316,-5.227913564621492,6.646010312348737
VA_Q,"FOOD , BEVERAGES AND TOBACCO",15t16,,6.218534472739264,1.4745236355048554,6.85003766403358,7.486839082365453,11.06032493871308,2.277791208399316,-13.103124488347259,17.82121363585624,3.555038360552034,-0.49476582724768375,-3.4605970034409634,7.368286850138743,4.09007896557824,-2.136751257045268,9.150254262540251,5.554665835077366,5.467589489568972,1.8354742933008497,4.71129594563864,-1.6810969128563593,1.3805663705864457,1.5252798873378426,1.6531365424011704,-2.3114894420849788,9.893045363211128,-7.951052150760046,-22.606682214666744,-1.7050313800833148,26.844130370955604,-3.1205569102821356,0.4921918988876701,-5.978894656787734,10.466285954266912,-8.935281451354907,10.086157013684575,3.8476529968056568,-7.746336179430532,4.898825988204123,-5.580743484258264,5.683310785224986,7.606848479115076,-12.265893142426934,3.675353792297896,0.8336358136622676,3.6773066655288935,3.1876902262163593,6.73973220900809,13.197312724198584,-18.599235405854884,0.9854868396630596,0.5998228937747546,8.330298984339061,-0.14326726799611686,-4.1686323110302235,-0.9628839186726693,-5.685835733366811,-5.8748372645964535,2.060083881140442,10.654340900635443,-7.723749752828475,-8.166029521729852,7.182067284266538,-6.439508128390038
VA_Q,"TEXTILES, TEXTILE , LEATHER AND FOOTWEAR",17t19,,10.241622915532037,-2.0161791938543563,-1.3362811114715132,4.447949404598955,16.429839832019024,2.7206663183031625,-2.5774595992302003,7.3327530927098445,2.4023124142490158,1.7948781999177876,3.2267283550417316,4.028024728153331,0.7878979310686537,2.7777305243300647,6.41613491236871,3.181178643195888,5.2044880910270175,9.467430013387338,7.51083735298307,3.078755743414235,3.6021365183411236,1.863776170249661,2.6313407618863764,1.8243780390987285,0.460256423086583,-0.5921724993585071,-5.8159081772929655,10.453786764311586,8.671345246101703,7.102001759876686,7.335734671016084,2.72001478072272,2.02363203208863,-1.5311422144576936,-4.44755508644064,9.038290488572928,0.20385397259131163,0.06399465771496735,2.2047939397154335,3.009286810420004,2.8409399535716475,2.3733392794647328,0.06900109304548713,0.46995667697153987,7.759550139842794,2.4192433418191808,2.5616644038893126,-1.7299779800404318,-2.3425870362458,0.015436853185140077,-1.4300984551893319,-1.1075995133830907,1.1710487740568156,-10.314601997900716,-2.6646253371672923,-13.195340135594346,21.203825346547426,-9.705601696366882,-9.92625683914237,0.43128895855040406,0.7799695025013267,-18.839654558909583,-12.436703256848222
VA_Q,WOOD AND OF WOOD AND CORK,20,,-1.2290007809301393,-0.11390793882208965,1.250195252831303,0.4377881425590822,4.612247126040948,-0.9878500247273001,-1.6661954283666707,10.523063140120072,-0.6305913907453936,3.051803166372065,0.543471149213459,5.473084393308363,1.2672972447576623,2.477959501558334,7.5218388185937,4.764738646667024,7.300767471293533,11.055845979719853,0.906992462020949,1.4467405541986573,-2.676842580473612,-3.02695242241669,10.425792019317061,-8.16546114193876,7.009490153421565,-4.486390236282709,-4.939906267076786,-1.8152271083901432,9.31589657174326,0.03975387324800302,4.007081583614296,-0.5325321608890917,1.9935060832508904,-4.94964204938433,-5.458044234499586,16.86832886331653,10.184112902566586,1.9142925510336422,5.7345330506829555,5.190533813088201,3.070263333881797,-1.3294271234659956,-4.548640734477613,-8.188372443128317,-5.549194684688211,-8.67099981918341,1.6269456174941017,6.808743702278034,1.9589442208086647,2.2188361812827258,3.878596602366128,2.074615893254872,3.9132139769348657,-3.8737917697391024,-2.7259460298920657,-0.6428433971344536,-2.644065796810794,7.114025234091079,2.699266227489739,2.715687014087526,-9.143191183864154,-21.185347970536835,15.526263209286725
VA_Q,"PULP, PAPER, PAPER , PRINTING AND PUBLISHING",21t22,,1.3412205777169914,0.9840059484810211,10.686994330777535,1.1497122330980445,-2.8828781302880984,8.131254523617534,4.0419608762051205,6.760244266342395,1.8249199680422015,-1.7576303501341788,-0.8866433087227173,8.56098120224896,0.8987805375467197,4.937348448183246,4.546762316954301,1.6424657747618507,7.281129105870508,5.772455982967122,6.706896556729458,-0.25360500006351894,6.019747769943116,3.8982005083177866,-5.52727830974069,2.2402111657714068,6.81367893591725,6.132086424423267,-10.209042865985781,-11.221619487839645,10.76972612051212,8.073154410112597,5.861130346565823,2.430756884554136,-5.297448867536451,1.443548403550007,0.7209457720747648,5.848346007889108,2.703179265038681,3.237117036458353,0.5592896343416063,3.24881162524598,0.8537046443198568,-1.922357881993439,-1.1727864673808592,-1.6088988471171393,1.502689173102043,3.5813305880547506,2.036853386563451,-11.798162952474652,4.928271712024792,3.8112817441787072,0.9278219901594722,11.51673131298413,-14.426384425997623,-8.451289492455718,6.357355042933512,-1.0355844725566647,6.916722107701727,0.3805797257217819,-7.257883648742022,5.362712402905752,-11.008267697878786,-3.198648338286967,-3.1571467798005584
VA_Q,"CHEMICAL, RUBBER, PLASTICS AND FUEL",23t25,,30.47790777618366,-11.620661012410975,19.095118544252156,5.012939262200584,3.5073279647699205,7.661767182280846,-2.602928026861316,13.29059980334146,4.827557985273099,-3.704407000352611,1.9255270569484464,11.5069761362369,1.9708811587810988,3.7580935553964605,9.382220169505691,8.09021985105575,11.741595850246615,7.496167189033015,8.390390668222599,0.12133811812874275,17.921409488716428,8.890678291651279,3.0310344283050257,9.051287800613334,12.590025228129646,-3.155472144396155,-26.31399019216018,-15.673641378333796,15.772082190196743,7.390967635308458,9.729297960021857,-4.241457351887576,-40.587073120774825,14.826981832084057,10.79399366793176,17.82076155005699,-4.045642578753863,5.402635070371565,19.220071535834734,2.563886608991746,2.9005294785577687,-1.8506464881025548,-2.037488454814411,2.1531651432465067,8.157861690434437,9.005548942751938,7.058913146548543,-9.181823373147513,1.6407601395066247,11.863775138412839,10.234084833728565,-6.3467688446704225,-10.240481484510692,10.082460745393076,-1.8451494502522845,9.482269079654303,1.791278080348914,-11.4427861778223,-12.203280356797217,2.6427001789121376,-26.064890198348188,8.94488160022773,0.5867292679283581
VA_Q,"Coke, refined petroleum and nuclear fuel",23,,87.50181145128784,-76.26464938489347,32.32817797272393,-2.3844786132540805,-4.188288213447468,9.789610788481475,-7.2173834693058545,10.869118329192515,5.676984047461667,-41.89387730860205,22.94083700671369,-28.127461111984502,15.035538183528093,-18.636539861302477,15.48187041302059,24.310452376191144,59.09541661536015,-5.345574423687672,0.21221490518286215,5.490840462729009,36.72330909266238,6.5104109916826305,39.016893175088256,3.4993670844516633,27.886122498242315,-79.79047666335748,-54.84417222088014,-0.514385167151324,28.250157225301308,-13.42380947865699,13.173425612844458,-15.039819958802209,-123.9557980101404,6.422896173080103,66.27140950003546,47.33474705503554,19.536771112864066,30.116048014856705,128.02574950712943,2.660656754798519,42.61864339491561,-17.60452021842426,-43.83655852604037,14.788212025681858,13.483652461525143,26.40022107127108,0.2646535452332699,-24.620973537150146,-6.152190503227467,44.924175775503436,62.743415808644386,-61.923774508655114,-44.41918346232782,62.62436286528317,-40.25115181767537,54.980152786456884,-0.6131274658530093,-12.250748704539415,-38.15738425342065,-6.43637157120944,-29.031095293185054,-0.39993466706981595,15.60487799960165
VA_Q,Chemicals and chemical products,24,,19.08194385516756,11.955792361811978,20.582161115635397,4.627842501695325,4.437141754144147,7.119658921598407,2.1603295105132925,16.056368606333955,4.4079840952299625,5.264119600570721,-0.6087933416052319,17.268990917932953,-0.8561174099087748,5.253593806599935,6.584778028853587,8.35516381678652,5.496413592108099,8.734203861459239,9.035975142326292,-1.6686952216208841,15.66143780952938,8.767859011958073,2.9401089288638564,9.372001720624178,10.143185487743654,6.045543545129379,-22.91292036297021,-18.064639857516248,16.81393101263086,9.087847130110141,11.309928428218285,-2.3214614477923745,-26.419363900965788,18.889895890360872,2.8726026709491257,13.816823184728683,-11.42484073309767,-1.0876214202897003,2.6679489659563647,2.0025780005307863,-6.867865937639256,-0.22043727812019875,10.282177174998992,-1.7036207100298406,5.786426084877157,3.732166093246435,9.310309222986232,-8.193052155018082,0.5402081845984293,5.219625217189132,-4.626796743191031,3.805263965943997,-5.207583824529853,-1.0385755247135202,9.340426446818542,-2.682798935037454,2.487133782336424,-12.686112194274088,5.693942929169913,5.957843533278102,-25.91731191946487,15.068646531669405,-7.833819649856075
VA_Q,Rubber and plastics,25,,-3.4739227461573625,-5.339386763838121,-0.3763876891995526,13.926033338748661,8.321685730813492,7.157423608775612,-12.407568893948104,6.752297572079407,5.305247404616945,3.360810540872706,-7.2460641932706915,18.767488707762578,4.332618002253371,9.643215367381886,15.52854453461241,1.1910437944519439,12.120987595468826,9.143899127880207,10.242217315188682,2.57964543686705,15.418139269978443,10.137460182686365,-10.36712612182044,10.48805093270085,12.224346390115512,9.181613324599981,-21.602196283781232,-16.249569145723623,6.110665757957864,13.659128316863423,3.61515814593609,-2.171810619056838,-2.8911067862513558,10.155020955093146,-4.614599080500259,11.636501530179622,3.899507428460992,8.828481489348423,3.790012882094402,3.912224418278905,0.6839323623938783,6.261417337575795,-1.1942831025742096,2.447270177863792,10.65361089477701,9.822421612553077,6.143234533914389,-1.9187083289824003,9.402528062195636,6.524948109178203,7.258038217715651,5.9596804878424745,-1.4394766289240923,-5.826562832562673,1.494366588177233,-1.256291144128973,3.291000895827409,-6.370387894564984,-9.771291577412425,11.96144182796965,-19.508966686476157,6.463658361273063,-0.8938770731050847
VA_Q,OTHER NON-METALLIC MINERAL,26,,6.236513309074245,-7.111133820593747,18.087203963194227,8.308858995932777,-6.225761615347277,6.79756163433257,-2.2808681261450836,14.029931827156137,-3.1949622674656184,-2.8222332640223047,-2.8011275018300026,12.79734929211998,-2.9394446755383408,0.32659182426529504,6.447271345770021,7.977038573982075,7.865743241990765,4.193580728839911,3.112086967643854,-4.392224927614284,2.665810385211559,6.332097894900232,-5.416484682051282,0.9648497113136528,8.7204630957167,6.856503939730851,-2.852540401015677,-13.60748388052944,9.230222066300632,2.6840335706617258,1.6797512460691524,-0.9109178133820272,-4.991173923931798,-5.516281169827662,-19.79288216667143,17.214757821001864,9.94116926727807,3.462091338262576,0.7664216276810197,-4.015218846452017,8.088711838054289,4.717844166617852,-1.0182173377433406,-12.025123462351914,12.586176095162651,-0.11131438035832082,7.424134418365217,0.9689462106762744,0.561420466634842,13.32461020889453,-1.5666316777320957,2.7408818442354694,-0.06458580759744784,-2.8916274468963254,-1.995104782844202,2.4340074447417526,3.761101215289716,0.5255058159794924,-12.282005263873208,-2.148838536806777,-7.707033969268413,-27.07284043678964,11.493630472108455
VA_Q,BASIC METALS AND FABRICATED METAL,27t28,,-4.498989134514635,-8.957817885630774,16.6427725722416,12.435283517518407,-4.656834860669578,11.371775925419842,-15.133835851763857,9.412079729189315,-4.3736540371623525,3.2624518610337745,-15.489677255415984,8.732042460689401,-0.030638113772062645,-1.057463037848281,10.059780639385945,5.507727909766361,8.195252360051999,8.79062157451116,9.333819027728268,-0.3028765072304598,1.2792172586802917,-0.2712295477018651,-13.365522716221022,-0.849642044821818,8.741865788334211,10.22325230744391,-10.919748005726305,-18.1016022926189,8.233859195392721,1.0760283414934453,5.347462594423241,-0.9519982041582657,-0.5754931320193757,3.7837442780049706,-21.70266033214314,-2.5104733578641842,12.938810170842139,1.579359920936637,-0.6196324541287712,4.323147329824414,-1.0825422027221252,-0.34218363243459804,2.2794310449447917,-2.6115496490651644,5.41360120423314,5.996231992915413,5.382727620306647,-1.667612502873705,6.253037032818636,1.6146496992512223,2.8025903187141767,4.8125619196916665,2.804884925473194,-8.418397310847185,-3.141753903024814,-2.210785995477683,-3.177238036062667,-3.0112861472967616,-7.216655058391042,-2.0381828653142335,-8.899995563838687,-15.780693967223414,4.794853854173594
VA_Q,"MACHINERY, NEC",29,,4.38644161597492,-14.193484620710791,8.416533914982093,24.18158475691914,8.610482203458824,-0.8226104898600213,-10.484938594242148,1.5587562848955132,6.420123845063695,-5.833344925331367,-15.690205411607112,14.199697233904066,-0.5782879774620076,0.12442001855757974,12.30073868101187,3.2346795069273537,12.575493497310822,11.331707266585257,14.270530940163786,4.066346713968068,4.274719864407482,8.577960549945592,17.586388476494296,14.701305376777759,31.803150464705222,11.942643178642136,-1.9753426944371961,-15.571034727432762,8.859101311819664,7.536686659353753,4.52587262159156,-0.01752725093625364,-5.7741807729957575,-1.4288689768090064,-19.824422776535133,-11.837928914338223,7.825029874710919,-4.729702823068215,-10.281824501502514,4.957251522061724,15.502768381728716,2.410553164190945,-1.9557403163950111,-13.717358797813256,-0.5445607483511034,-0.11373745188197437,3.1840376820400147,5.3731147115573545,-3.1251834823438482,5.2963496760690525,7.323329290135201,-5.9944612450458905,0.20896155697855764,-10.287406777492901,-8.94768117655091,-3.1631417860438265,10.16483539892437,6.218750804306141,5.690459425780676,4.407555079467275,-2.548786984745493,-22.017849252922453,25.480661965993338
VA_Q,ELECTRICAL AND OPTICAL EQUIPMENT,30t33,,4.981540285637013,-4.674321210003316,19.11935330001052,14.198720654455677,14.290065836068386,8.386616284606896,-10.311814956467465,7.355397905676392,4.5856677507361505,2.1567731795592673,-6.3093192651268355,15.44825728008988,4.432895485258957,2.7014514618474603,12.85512728042309,4.2532141854883285,8.318734848231827,16.69636896242207,12.620983651033438,3.8153523628818937,5.254191651316502,8.16696358204375,-3.269161688826642,3.0760507027317083,13.106936138287697,16.81251880992084,1.2768272911343015,0.9323417947839274,16.397085215993492,18.373714346929038,15.02735012538731,13.806649877665302,15.529467894408425,15.558266976118396,-1.4531057307458213,19.86658456322482,21.0869068314849,12.375506428046892,5.200314849936224,16.11426545889283,12.39440308380792,5.610811111834422,7.944602249330888,4.8167271811435715,9.449903784728182,11.870596897383233,18.16187856602176,27.167263878783054,26.572914994312473,28.76037672051891,22.42493146802049,26.023315329788616,38.92304398817053,0.9707195549480647,11.995622123655227,15.497422901421704,20.7895469567262,20.287000554747788,16.896179218764413,8.894839569680096,14.777181873872244,2.9286741459440857,20.50664310901044
VA_Q,TRANSPORT EQUIPMENT,34t35,,6.668281693149726,-3.05326854483619,28.538667468571,12.465720346958067,9.411638710690902,20.077418657217414,-9.461447083907444,17.55172695065071,-17.670897718581365,5.278960530173685,-20.634724694515686,15.252940967464252,4.602521912144307,-1.878237663028386,19.264754007234643,12.39564761229532,3.1460392338765075,12.036090805568525,7.542483005412668,-3.656196390959565,11.60883963427668,-4.5294890336625535,-21.531682311724552,7.564125041520104,-2.089321521158673,11.173190760711952,-8.881310123453803,-10.729736760660847,16.868894698299194,9.582512447703047,0.7471968102366937,-8.440586963948334,-24.14537438122744,-9.421852750556383,1.5991740394264014,14.578778410649385,18.911283893657664,-0.5128156729647216,2.156391095583821,8.621982011444263,6.246358855567389,-3.7943085021482754,-8.249249878692028,4.555859267337826,-2.166005038039521,1.060571603850092,2.4761395497967813,-1.929932806925703,-0.5174364428269965,2.658429358850434,7.435454266388837,4.608276840541554,1.8802763567516603,-5.879311694608942,7.092501396781483,1.2459171065117807,-0.1956663670199923,7.2072590314010325,5.498936391877981,4.81799274842184,-16.175793380041075,-40.71519481051977,10.212471588534344
VA_Q,MANUFACTURING NEC; RECYCLING,36t37,,16.10562222722234,-5.762540276759381,15.22695281405762,11.055539066182488,8.556986383096344,5.6838402356321005,-3.821531827659136,11.6863041838858,3.441290125821403,3.2108716080347364,0.12189272598164419,11.309502839379276,-1.1776144025618052,1.0361603945942326,9.58848964899588,2.4621595986033955,7.497122124956918,9.644584460428751,9.51184057789563,1.0999873038626813,8.403722936534495,8.466948253093772,-4.096862437974086,2.3810211982328835,9.480309328188856,3.412800131566666,-7.1629840390524375,3.7272758777245527,11.280474647284281,7.141967588397681,-1.9120978303031424,-6.647523079752865,-17.057765084658033,18.660103999511733,-2.8298183816986495,0.6387140616750714,12.12182845576596,6.517155645742219,-4.699318959872348,3.2614970971931876,26.45062366512419,-0.46509987392218755,6.765124294168795,-1.137192422933057,6.319705900791097,-0.8859816907584294,0.09365718679789505,3.445225667705488,10.893876364834739,3.8872487479283824,4.853337637115521,6.4862287764106155,7.778843644268988,-3.6938471760578655,4.7384330500619996,0.06793307042856506,9.991817447228819,2.2291508659999018,6.609280171935264,3.696530880494814,0.38550691863670644,-2.0297925748229217,8.690588447869448
VA_Q,"ELECTRICITY, GAS AND WATER SUPPLY",E,,13.94531037592929,14.053666371404002,9.50384447209673,16.05084848993558,6.27385537574742,7.301314438049176,7.747723188603632,5.165244030379735,6.737281659842026,7.080613050461289,2.696860983876092,8.48825691444628,4.196072674147794,2.846902282329212,5.818713214421815,3.372219776125112,7.284542559911242,3.7153303837128138,7.487127191011934,5.580431566079714,7.413315087898628,5.267964127650155,1.5524279785654194,3.545705863768466,2.1623548887123407,2.7082804340562383,-4.876114893854462,1.1179675636398319,-1.7668857622833882,-5.1955023746425555,-1.8692330486842335,-0.25341678433376824,12.814673339814323,2.682133556347725,-7.1345285214244685,-10.770543178603338,9.543808179700026,5.431732228823958,1.4819214361729367,-3.0561794187894975,-2.8117293511750683,5.603116434994828,4.154973510072735,-5.546104277253164,-1.4114512824813124,-0.5468010189782847,0.5307388394307911,1.9760540304888934,-1.8402751574812828,-4.088286782720669,-1.886103089853836,9.16942542339613,0.9059664295557027,-19.037430001163543,9.79671176034957,0.26665206835574645,6.469490863091609,-5.471777475704678,10.197092382755518,5.905587191024791,3.7109827125349444,-3.0263317457477332,3.921928581769591
VA_Q,CONSTRUCTION,F,,9.944083529789774,4.514186429756229,11.421635288941324,9.198951675894174,2.295741227377767,5.062744779623427,4.258028295647385,6.379427374972131,2.770932492260653,2.368255229364098,1.1695025783946285,8.837706060853998,3.7075465596835304,1.1130610974308521,6.1537021988519705,4.557051901217273,7.156548860652494,8.356004032542112,3.024128750369717,-0.6196007931347522,3.2385393679778005,-0.5960511380736018,-4.564161340864169,-1.2645151438815199,0.28365590791781614,1.7394771891687593,-3.4629635707649826,-8.65447890595015,13.062597449107122,0.8870960774979844,0.9232021868071858,-2.1559365554289176,-3.031036291159366,-6.470645143286669,-6.191594481624012,5.306821163156274,10.915677705989248,5.261685900106292,0.3383823548918482,-0.14352621733126827,4.628564100122034,1.2311828967040983,-2.5946560320108314,-9.127247253972072,2.4076896338863354,1.826111763851936,4.825287989083325,-0.8268507850085819,5.673805100266109,-0.028423049461334948,1.7772398616988545,4.418656178388115,4.179660164183448,-3.6706300561265586,-4.9750705966708395,0.2745123445564283,-1.4739469349451046,-0.09296758339839488,-4.1313805321638375,-5.573224288637307,-6.359947028479411,-15.837669676147689,-1.9523384547241347
VA_Q,WHOLESALE AND RETAIL TRADE,G,,0.3116165358351077,2.5580565932372497,8.912801272080047,2.964263536436833,2.6825785458079667,4.970495493617621,-0.7140138618203822,10.459722924817166,2.047883742496604,3.126138532182823,0.9077535929152943,9.08795308025291,3.5883262470148463,0.8877795744787489,7.203622062600899,2.9638737255051195,5.53294896699827,5.617916687274796,6.260223933756255,3.351797713997777,6.152108191774933,2.4481022467839493,5.553493513470258,9.232600795386304,10.652906376622482,7.236332648734477,-3.104212678520316,13.715022508742724,-14.121852540414503,9.993806928872223,9.656666547331534,6.952708478698508,-20.758354271699194,9.407080492013216,8.07791873365447,11.085747801011415,9.90099769391275,1.9167776017575207,15.619361029469442,-4.316943305445593,9.889644367358468,6.875692556225245,-0.6531447365838484,4.602371804789759,6.126327630353598,1.8477299162431953,7.360542356989827,-0.8613742036323075,13.144890036307805,11.111706471607336,10.701839648122217,3.0651307037060436,5.655307278514958,4.723888658740547,1.5603662130873015,4.275011183287325,1.890350643587717,1.84891981846757,2.276582448527314,2.8904424862193325,-3.648656173147441,-6.252520128197804,4.527533226837529
VA_Q,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of fuel",50,,-5.9185269546070165,8.351808181117521,17.33367311905445,-0.23343340670627763,2.334665121088049,7.8271576655217014,0.39081554511500927,12.397646511296516,1.5069249959049693,2.29392925987141,-1.2147870677634003,3.0322384345704214,2.550924596064169,-4.011468206157455,7.582306966168363,-1.0351140234694947,5.949910939476193,9.276631652156167,9.23584268884145,-1.2985886596282514,5.1162163972333445,-1.338515248336177,4.169517721964848,7.21096492763003,10.27532768789445,9.322781567292678,-8.813413341949486,16.061387624904487,-14.032605663230893,17.5030189866527,7.646747407892415,2.7391624933792205,-22.427189377350903,5.854968743482766,2.8296908405071677,14.151895768556589,12.545638831110942,3.2508146330674568,22.1415261365209,5.3781696431905,9.175906140317009,1.9686478469514337,-0.4259827446773732,-3.1340848400922448,1.3970749688153197,24.043987950476826,14.0408931878548,6.1639022523100255,9.564528586890049,6.317595253867974,0.8405887569602923,5.706623331491942,-0.9403634945179965,-7.487704421470971,9.53600332456246,0.31372310899164757,-2.7341369726904023,-0.46739654625234106,1.4112658698975813,0.979883173100891,-11.503683367792346,-19.74656152924198,28.13711529654587
VA_Q,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",51,,6.551801544397956,-2.1858759516364503,4.026480180119722,6.189721064240537,2.8082692375508342,3.9811445969648163,-2.299025064116799,11.44443508225345,3.274844585687304,4.103769493463831,3.0214180162322366,13.90624247515832,5.556069246877652,3.04535087620449,7.1308104421653615,3.147159405379326,5.368647101320654,5.002405491202802,6.830423163634998,6.960520198098548,8.49438374890123,6.13170582161267,9.525305885604741,14.522641394537397,15.497172891506345,6.9715147511209645,4.414799357937671,13.768670159742575,-12.520970550364776,4.289105450559531,11.508730251392862,10.929852751514765,-19.195509571124816,12.9795237480613,12.95517235297347,11.597834223525087,10.95966187827493,3.9822236293888085,12.547710872911527,-11.807238407020654,7.40389924734096,8.967765242722525,-4.537988457298693,10.231989427677533,8.37616082494347,-0.3800697103596843,5.850559904938644,-6.024952056729661,16.387497772810736,13.660080656747992,15.158460786300838,4.4056762203716655,7.172271773286062,5.658785474722175,0.0703443758165292,6.897726960329807,5.003149715524908,1.0466755270509396,2.88059806185738,5.979370510900772,-1.285397506390321,-11.453478908506533,-0.1273423227363934
VA_Q,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",52,,-3.7859476547456965,5.444816862578378,11.449345967308428,0.6672614332590502,2.6358197855146472,5.291668500852655,0.45296512285965956,9.210036039266598,1.0059355792809834,2.3576675724944463,-0.6927985693304972,5.535711410271664,1.791317228552627,-0.395983255155707,7.207038709731414,3.5112784493028437,5.623626297398617,5.5617108190203295,5.083647832475461,0.4120639868381206,3.8595359148036046,-0.7192113635374703,1.5633543725106767,3.987275993529176,5.381241059612602,7.0521672373307185,-11.086186370557892,13.07669172491954,-16.23987787605791,15.220705731606236,8.008293964322414,3.168022446248603,-22.34377647138323,5.615785823373339,2.973032039258547,9.646165651697624,7.849984962493463,-1.1485221852675496,17.559789092706712,0.9601439045832741,12.701118149782046,6.036059593368223,3.3150813350589496,0.8020581171062817,4.957513739822014,-1.9773249110652442,6.885879798487568,2.4081025674692444,10.810827600299824,9.837562958968169,8.82654246230928,0.7838305887127114,5.956662661002351,7.086191584503123,0.9348950292428857,2.7288386245305447,-0.038902840637666,3.296552644599076,1.867166171979363,0.0010468111644590336,-4.427478942476349,2.538047264815222,4.32910838718858
VA_Q,HOTELS AND RESTAURANTS,H,,2.0665528497063783,-11.459103567424563,-0.6459574662775588,5.20769985141066,-5.839226052277141,-11.211669661655588,-4.096933109183876,-5.234340069318961,-6.027578331474928,0.9563311880087754,-0.20101597927033843,-0.07735211284132464,-2.842862573565103,0.393902174777698,3.343827891868176,1.9387052824601965,6.066715102693788,6.430485180056225,4.681042738128737,-2.7930106058260233,2.131502567150355,1.6508162618958675,-3.402469801003341,0.7176670272905958,5.687153099099297,9.818146751946639,-1.762109310584212,1.0846977397501258,7.242010785710634,5.02294089330852,8.001470900523891,1.575529459825275,-1.0863277841484673,-0.8172283919678012,0.7399679978349238,6.723202129035706,1.746430388473776,3.820920410438975,-0.6172257658062767,1.8654371581635358,6.438068093836176,2.839552017267443,-0.1019043037878934,-3.797846598155876,-0.3593162411292869,4.577124067224628,3.2989180764639277,3.5698264336290753,3.010783941106841,4.168556335083639,3.593972170077205,6.090176542097305,4.11790369271042,0.38086009115646263,0.36757877040590137,2.609913290291443,4.02059548746253,2.56201004619664,1.0189785573311367,2.8827953983565804,-5.419566402848837,-9.960869779091961,8.422036575477891
VA_Q,TRANSPORT AND STORAGE AND COMMUNICATION,I,,1.5092843458859102,-6.724897407258022,8.93243642639358,9.633275078359643,1.7900199540691022,2.6566295242746394,-2.9496886741296726,6.40122902962993,4.548153409001113,1.3883963519450861,-4.591935331332195,2.8506140436541023,1.9381226412513681,1.4734270156101703,4.725151175352134,8.519084396800377,5.841994504238065,5.883655309924843,8.78646825143883,2.5717213026134145,5.546308131821422,2.584643229452484,3.423993398861854,2.107920667262054,6.055870312184095,8.165699746079861,4.761241579346984,-2.5622713248513715,12.259128577125486,3.887384866174079,8.085425182896108,9.114882607683194,2.48798089690618,2.827097629738617,-7.7069881910557205,6.817763116105578,-0.5440531462986412,4.009386995606588,0.7514386410960078,4.273784435999646,3.455427355400849,3.6790260711278022,5.470303367152527,1.1916353207848105,5.851780421742107,4.147841686710631,6.6432121315112935,2.313854934442124,4.006466760871034,0.9190212197487894,2.09233983074943,4.750039479701,8.397968680758563,-0.0967725857220468,0.6868060838506653,2.740132202556065,8.320112764845623,7.9111450949870115,3.7287730572964333,4.893368946110679,1.4566872350135844,-7.708466760817552,2.1945289402410793
