Variable,desc,code,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010
GO_P,OTHER NON-METALLIC MINERAL,26,12.531400000000001,13.6491,14.3842,14.8056,15.754000000000001,15.9834,16.5799,17.0938,17.6333,18.5015,19.2239,19.6719,19.9707,20.1064,19.9727,19.9744,19.8499,19.8804,19.9355,20.0551,20.450699999999998,21.4829,22.3967,23.4616,25.182199999999998,25.964100000000002,26.981699999999996,30.3967,34.7579,37.458999999999996,40.5207,44.8073,49.385400000000004,54.973000000000006,59.656600000000005,62.6768,63.9678,65.9233,67.4655,68.5224,68.7556,69.462,70.7157,71.8931,73.1972,73.4977,75.14070000000001,77.9467,81.0865,82.2972,83.5,85.25150000000001,87.4293,88.6512,89.0638,89.9115,90.386,93.3895,100.0,108.1318,110.33,112.7978,114.71150000000002,113.96470000000001
GO_P,BASIC METALS AND FABRICATED METAL,27t28,10.9596,12.3592,12.681000000000001,13.2791,14.601600000000001,14.6478,15.0927,15.4403,16.314999999999998,17.5813,18.0954,18.2276,18.5929,18.7558,18.6113,18.6031,18.5852,19.014300000000002,19.4134,19.8934,20.2764,20.8342,21.9147,23.5429,24.2508,25.1143,26.470900000000004,33.4657,37.866699999999994,39.8452,42.9741,46.6096,52.2679,57.206199999999995,61.805699999999995,63.428,64.28110000000001,66.0795,66.04100000000001,65.5542,67.2165,72.9769,76.39970000000001,76.307,75.383,75.0329,75.1097,77.9359,83.23479999999999,82.242,83.1544,82.4554,80.9179,82.6681,81.6939,81.7048,82.7507,92.6423,100.0,109.2662,114.7334,123.9763,115.68849999999999,120.45870000000001
GO_P,"MACHINERY, NEC",29,17.533099999999997,19.0488,20.0057,20.714399999999998,22.6527,22.8236,23.3732,23.8428,24.5654,26.4679,28.1819,28.7434,29.3297,29.6748,29.7919,29.9659,30.1073,30.462899999999998,30.7685,31.3417,31.5447,32.0846,32.48,30.671300000000002,28.2165,25.906000000000002,26.734099999999998,30.6717,36.1759,38.5749,41.2012,44.482699999999994,48.6223,54.9018,60.311400000000006,63.7248,65.1972,66.5217,67.6795,68.5889,69.57719999999999,71.6502,74.7542,77.4502,79.66680000000001,81.2344,82.8057,84.3052,86.4494,88.2828,89.5389,90.8744,91.77929999999999,92.4126,93.0741,93.46090000000001,94.0398,96.146,100.0,103.21830000000001,106.4762,111.1883,113.7723,114.1353
GO_P,ELECTRICAL AND OPTICAL EQUIPMENT,30t33,129.7525,136.1145,136.91930000000002,141.06369999999998,152.73669999999998,151.1065,153.9008,156.0023,156.929,165.5845,174.9298,178.4591,182.0913,181.5318,181.5426,179.75699999999998,178.80849999999998,176.8614,176.9034,182.02519999999998,185.81719999999999,189.0128,190.6834,195.725,198.1808,197.9606,199.6745,215.3447,231.0931,236.16830000000002,241.1953,246.8392,256.3241,269.9575,276.7554,283.9062,278.7335,277.1736,267.0252,259.8555,256.2418,258.66069999999996,260.721,256.0947,252.327,244.2067,236.84539999999998,230.1215,214.1448,192.849,176.5165,156.15980000000002,139.7904,127.5796,115.40559999999999,110.656,105.06569999999999,102.06349999999999,100.0,98.06439999999999,94.81819999999999,92.4384,90.6172,89.5154
GO_P,TRANSPORT EQUIPMENT,34t35,15.210299999999998,16.6261,17.8399,17.796300000000002,18.882099999999998,19.7657,19.8368,20.0788,20.6724,22.0147,23.0324,23.6891,24.0411,23.8732,23.8572,23.8614,23.7357,23.977999999999998,24.3213,24.7989,25.396800000000002,26.0932,27.0042,28.403200000000002,29.8299,31.5303,32.2429,35.490300000000005,40.4142,43.192099999999996,46.2613,49.5276,53.928200000000004,59.6714,67.4327,72.4765,75.06429999999999,76.9361,78.29899999999999,79.0576,79.8763,81.0574,83.61370000000001,85.544,87.8665,89.8141,91.9217,93.9237,95.085,96.1605,95.9632,95.6995,96.10849999999999,97.0102,97.3052,96.6913,97.2042,98.8308,100.0,100.8602,102.27409999999999,104.5054,105.8077,106.5871
GO_P,MANUFACTURING NEC; RECYCLING,36t37,19.9892,20.535999999999998,20.369899999999998,20.827399999999997,22.2268,21.7898,22.074199999999998,22.2722,22.3506,23.1275,23.4701,23.572000000000003,23.6543,23.963,23.933799999999998,23.9784,23.8694,23.8921,24.1613,24.724899999999998,25.291200000000003,25.9787,26.434,27.2098,28.1521,28.8273,30.6217,35.3724,38.6512,40.407700000000006,42.8681,46.5656,52.0352,61.535,64.2415,66.12360000000001,67.7728,68.93860000000001,69.5259,70.6858,72.7225,74.8019,77.6002,80.1302,82.12819999999999,83.9685,86.0539,87.3524,88.6459,89.8113,90.4863,91.5132,92.3007,92.99589999999999,94.0287,94.84320000000001,96.0994,97.651,100.0,102.45299999999999,104.6471,107.6415,109.01039999999999,110.4863
GO_P,"ELECTRICITY, GAS AND WATER SUPPLY",E,9.0028,9.2028,9.275,9.290099999999999,9.4621,9.7049,9.9292,10.104299999999999,10.3323,10.4987,10.6644,10.903400000000001,11.0794,11.3967,11.4696,11.630500000000001,11.8017,11.972900000000001,12.0445,11.7581,12.278699999999999,12.3525,12.1963,12.885,13.863,14.4763,15.318399999999999,18.520400000000002,22.3052,25.1539,28.707700000000003,31.245,34.924699999999994,41.814099999999996,49.081,55.218500000000006,59.724999999999994,60.8398,61.87970000000001,59.905699999999996,59.2495,60.819900000000004,62.3654,63.81909999999999,66.34790000000001,66.9661,68.723,69.80579999999999,71.2788,71.8781,73.2362,69.664,68.9247,74.33239999999999,83.0126,76.5405,84.74629999999999,89.41019999999999,100.0,104.54619999999998,107.0166,116.4874,108.2076,110.45389999999999
GO_P,CONSTRUCTION,F,8.737599999999999,9.636899999999999,9.5917,9.8179,10.6639,10.9594,11.0223,10.9535,11.1661,11.760900000000001,12.0897,12.031600000000001,12.1296,12.102400000000001,12.234200000000001,12.3374,12.4398,12.6359,12.7888,13.3358,13.7735,14.4381,15.5833,16.613,17.7976,18.845100000000002,20.4953,23.3064,25.483099999999997,26.689600000000002,28.786099999999998,32.0583,35.8696,39.7853,42.7463,44.4411,45.223600000000005,46.7033,47.9435,49.6865,51.5288,53.4559,55.584599999999995,57.3453,57.9061,58.605700000000006,60.8194,63.281200000000005,65.9261,67.3872,69.59440000000001,71.9019,74.7012,77.9097,81.0142,83.2015,86.21180000000001,92.2685,100.0,107.6565,112.6195,116.1109,115.2555,115.10100000000001
GO_P,WHOLESALE AND RETAIL TRADE,G,27.13483191178722,28.992907687447296,28.45415591026876,28.403233341052864,30.61702614784889,30.96159530826535,30.799830492411225,31.38067296307356,31.26204847668346,32.24519885014838,33.13842121638707,33.52505565667807,34.041509675872014,34.28340515340091,34.719596593405726,34.74346178044851,35.08484118115188,35.93725587241041,36.59644321919532,37.551453618192106,38.51066227839129,39.39652032339548,41.21832636126297,41.926485015009135,42.07530491326878,42.22310040218406,44.7010748646083,49.56878670318433,51.53073560565903,55.77598753558924,58.218841392794864,61.53948323185763,66.47743397355546,75.46555262613406,79.939270035077,81.2236784820121,81.74051117763246,83.40949567099787,86.15143228974868,83.7541535547633,88.21562939569972,89.30805656465081,90.32038497159552,92.99729504576577,93.50215959871214,93.06653183241713,95.22542885771465,97.33554750632808,100.08822025454222,97.61002732344888,95.89739059235964,92.12147245830171,92.42935052211931,93.5818952029213,92.54119680843925,92.89990007294077,93.01522750444258,95.62818744350564,100.0,103.3802989759649,104.0874325708963,106.91802142329063,108.61743757235163,109.24679008072502
GO_P,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of fuel",50,19.1999,20.7976,20.399900000000002,19.6488,21.2297,21.7454,21.6267,21.953300000000002,21.673000000000002,22.2722,22.994899999999998,23.4886,24.0418,24.3961,25.0715,25.1432,25.4575,26.131500000000003,26.378899999999998,26.8495,28.3448,29.567700000000002,31.668400000000002,33.157,34.4913,34.991299999999995,36.6781,40.7795,43.3209,46.381699999999995,49.1187,52.281299999999995,56.6099,64.2449,69.4783,73.3002,74.7816,76.52369999999999,79.1767,79.28460000000001,82.1575,81.4742,83.93969999999999,85.86580000000001,88.2555,89.3185,88.24539999999999,88.8288,89.2008,87.9899,87.2886,86.9671,87.2561,88.7725,90.9826,91.3207,92.9333,95.8681,100.0,103.0502,102.9709,105.0508,107.1669,104.0621
GO_P,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",51,40.441500000000005,42.0343,41.4671,44.0102,47.3308,46.861000000000004,46.6062,47.7827,48.284,50.043400000000005,51.01369999999999,50.8552,51.0366,50.7869,50.680899999999994,50.517100000000006,51.0144,52.3532,53.936499999999995,55.712799999999994,55.6079,55.728,57.0133,55.869,53.651,52.78810000000001,56.511,62.1495,63.171600000000005,68.82589999999999,70.72659999999999,74.297,80.1363,90.73649999999999,94.2613,92.33550000000001,91.39580000000001,92.5733,94.94399999999999,88.8437,94.7531,99.1206,98.6881,103.0874,101.53790000000001,99.6789,102.1437,105.7749,111.5116,107.47109999999999,104.77860000000001,97.056,96.7643,97.8502,94.4038,94.2656,92.5461,94.89840000000001,100.0,103.7575,104.92280000000001,108.52409999999999,111.05799999999999,114.48620000000001
GO_P,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",52,19.0974,20.715600000000002,20.2636,19.5462,21.093,21.6007,21.492900000000002,21.8171,21.5416,22.153200000000002,22.8903,23.3642,23.8924,24.2432,24.7378,24.818,25.0406,25.5905,25.8542,26.421699999999998,27.6048,28.6615,30.455199999999998,31.9086,33.157599999999995,33.871,35.535,39.7496,42.1635,45.408500000000004,48.1579,51.186,55.3585,63.0618,68.10770000000001,71.7939,73.4729,75.6271,78.80850000000001,79.5599,83.09339999999999,81.7842,83.6424,84.9707,86.7402,87.1798,90.0526,91.2174,92.0,90.5594,89.4534,88.4783,89.40010000000001,90.5056,91.05,91.93249999999999,93.5453,96.3446,100.0,103.0604,103.4751,105.6302,106.365,105.04150000000001
GO_P,HOTELS AND RESTAURANTS,H,9.2809,9.7498,10.0079,10.3031,11.0179,11.549900000000001,12.027000000000001,12.5194,12.950000000000001,13.5762,14.125499999999999,14.4178,14.9458,15.3253,15.5699,15.887799999999999,16.1086,16.317400000000003,16.683600000000002,17.2878,18.1786,19.0873,20.2015,21.5898,22.629099999999998,23.4139,24.8571,27.5623,29.895100000000003,31.443199999999997,33.5633,36.1229,39.658,43.2817,46.8321,49.1368,50.9505,52.995400000000004,54.935500000000005,57.025000000000006,59.1604,61.426199999999994,63.9945,66.9335,69.7089,71.4078,72.8422,74.0673,75.5201,77.41900000000001,79.5849,82.4583,84.6617,87.0033,89.9521,92.0184,93.70779999999999,96.6573,100.0,103.2799,107.16969999999999,111.4606,113.8077,114.572
GO_P,TRANSPORT AND STORAGE AND COMMUNICATION,I,18.26107319092656,19.947274082179675,21.058173603266628,21.2754701441484,22.1231365657842,23.131324748784213,23.809525268177133,23.68502440184009,24.18144672726623,24.485867796963067,25.5354104767762,26.063303567789,26.926712440566526,27.22881102895442,27.393390453696547,27.940421846524234,27.57429420017765,27.76635370104362,28.26694849184335,28.40921401365017,28.838762572713993,29.823155876814106,31.191461677438195,32.30511822182164,34.418798850156,35.9183890713298,36.98798485973319,39.921985134377316,42.524935565137234,44.77547576562885,47.71088737010137,50.53636792770157,53.78309155688159,59.1980787785808,65.88358946906106,69.4338185724016,70.30961578984584,73.64524778410741,75.56636378252891,77.13257281004351,77.5228214693158,79.35168917039523,80.87157030074466,82.63231692225166,84.49261240622849,84.93217099063537,86.47511061533314,87.23889354251271,88.89616789558266,90.40468274675818,92.0481494262078,92.56411859977402,93.19692743188376,94.51107819414698,95.61784574050253,95.3349202805082,97.06423003909524,98.28391868244246,100.0,102.60429635627086,104.64186913551404,109.15362497204947,107.16380683350755,109.16653521978417
GO_P,TRANSPORT AND STORAGE,60t63,15.0278,16.524,17.566100000000002,17.529500000000002,18.2432,19.1132,19.724,19.5567,20.0232,20.1798,21.1903,21.5123,22.1507,22.374299999999998,22.5161,23.1214,22.4889,22.5414,23.2459,23.535800000000002,23.9856,24.9683,26.5524,27.486300000000004,29.5267,30.6232,31.5604,34.3378,37.1921,38.9337,42.808800000000005,46.251999999999995,50.732299999999995,58.329299999999996,65.416,66.8385,66.0642,67.9942,68.71969999999999,68.8632,69.4966,71.2782,72.5996,74.678,74.7807,74.7913,76.4546,76.9816,78.0892,79.3648,80.7292,81.8947,83.8154,87.2864,89.6721,89.67190000000001,92.3575,94.99539999999999,100.0,104.586,107.35470000000001,115.29650000000001,110.8736,114.8233
GO_P,POST AND TELECOMMUNICATIONS,64,24.4284,25.9313,26.6374,28.2346,29.262,30.3695,30.999399999999998,31.1276,31.5449,32.3419,33.1507,34.2413,35.6237,36.1053,36.303000000000004,36.5531,37.057,37.6238,37.4364,37.1395,37.4454,38.2955,38.9401,40.365899999999996,42.4084,44.716,45.9872,48.998999999999995,50.883599999999994,54.029799999999994,54.973099999999995,56.4794,57.2769,58.7966,64.6718,71.1395,74.2908,79.58370000000001,83.2329,86.8747,86.8775,88.7039,90.4729,91.6363,96.2657,97.38369999999999,98.6578,99.7693,102.2372,104.0502,106.06219999999999,105.59570000000001,104.41530000000002,102.9418,102.5138,101.90429999999999,102.52239999999999,102.0727,100.0,100.38100000000001,101.606,102.4086,102.87610000000001,102.9711
GO_P,"FINANCE, INSURANCE, REAL ESTATE AND BUSINESS SERVICES",JtK,9.9407578822849,10.635647435183461,10.98252734779662,11.298260061646577,11.963156856605485,12.548425221236439,13.21377367540621,13.517858952360013,13.989826819939346,14.524808747405244,15.030601143609855,15.351342515845214,14.776795793831486,16.109769114928074,16.429884377577714,16.803914807135186,17.129955022565422,17.38054106572943,17.694429060334354,18.3296835002942,18.832822742074814,19.589000217990126,20.336190616534445,21.350400833737254,22.553863584473618,23.651544132979836,24.819763943278126,26.0238409698485,28.283553434074445,30.018443702963015,32.25951084170123,34.83114957845845,36.826124512422965,39.48340079671003,42.85477617749254,45.744123120944806,50.18814388024042,52.190328463556845,55.16985652385195,57.59013658848966,59.825613557691895,62.66923330704348,64.88122648090824,67.68469998128646,70.25161920958132,72.94565725146812,74.91590355002882,76.59965402178688,79.2629874677751,81.55754639698561,83.80806716338707,85.45710124097212,87.14936327220562,89.6605363492639,90.84814776912738,92.74675687622698,94.79700973625044,97.36680744363132,100.0,102.95845561555788,106.2626087866184,108.86845157843854,108.58391809292564,110.7332401217712
GO_P,FINANCIAL INTERMEDIATION,J,10.0358,10.646700000000001,10.9756,11.3069,12.0213,12.5749,13.2044,13.5774,14.0809,14.6726,15.1915,15.4809,15.213299999999998,16.3248,16.8559,17.531299999999998,18.17,18.2672,18.7994,20.2991,20.8032,22.6113,23.7314,25.147799999999997,27.248499999999996,29.5209,30.9887,32.6276,35.9729,37.4739,39.6781,44.1771,44.3567,45.2061,46.805400000000006,47.308299999999996,56.1326,56.9966,60.8664,62.9833,64.3164,67.2854,69.9885,72.8912,75.7691,79.66,80.9509,81.9622,85.5794,88.4153,91.3931,91.1874,90.7683,91.1775,90.11,92.31479999999999,94.884,97.76740000000001,100.0,101.887,105.12939999999999,108.399,106.8473,111.4972
GO_P,"REAL ESTATE, RENTING AND BUSINESS ACTIVITIES",K,9.823232585525192,10.536007962215459,10.884828490635304,11.19332101923418,11.838137984462135,12.42693836455228,13.09637163027055,13.377531129876767,13.835813607809932,14.348799372577988,14.846070712943058,15.173119346858458,14.51517831595349,15.902034782525883,16.15360706371652,16.4308789676425,16.66004434416926,16.95480288440505,17.19831351258665,17.568580678075655,18.066138731575958,18.512968471084218,19.145917017513383,20.03578170414233,20.98056761375169,21.755566345695623,22.8276935989111,23.900872648176666,25.840484351445642,27.62155070013797,29.854226293136023,31.845016961575936,34.355785635551555,37.53657021612807,41.42825205178174,45.07387179923883,48.01066267172487,50.39749035197805,53.06058037899801,55.587452336288564,58.15243372280009,60.94784401427171,62.98822889319196,65.7498414045963,68.20546559933099,70.48423547157253,72.68894030737049,74.60710216291979,76.940047399547,79.04748230130504,81.04883619079459,83.3235801164554,85.76740455634435,89.07246905938372,91.13751834599509,92.91639792051403,94.76106494848301,97.20546178298586,100.0,103.40528826207667,106.73551189192852,109.0639986246854,109.30703638987184,110.38829181182057
GO_P,Real estate activities,70,10.187100000000001,10.996599999999999,11.4323,11.7185,12.3745,13.009599999999999,13.7493,13.9447,14.419199999999998,14.8878,15.365300000000001,15.6853,14.508,16.3403,16.558600000000002,16.7824,16.9929,17.2136,17.3562,17.6428,18.038,18.4599,19.0469,19.9027,20.8306,21.699199999999998,22.4708,23.1706,24.5825,26.177,28.4045,30.406499999999998,32.7228,35.5885,39.158300000000004,42.4142,45.0754,47.4565,50.457499999999996,53.6117,56.3244,59.1035,61.570100000000004,64.5508,66.5071,68.3342,70.4554,72.3909,74.7279,76.87129999999999,79.1498,82.18339999999999,84.44239999999999,87.00139999999999,89.936,92.92,94.9885,97.3197,100.0,103.13140000000001,105.43430000000001,107.555,108.03640000000001,107.9199
GO_P,Renting of m&eq and other business activities,71t74,8.8907,9.3996,9.5703,9.9171,10.5259,11.0112,11.5286,11.974400000000001,12.391,12.976899999999999,13.498299999999999,13.830100000000002,14.1906,14.7054,15.0093,15.3709,15.624699999999999,16.0332,16.436899999999998,16.9328,17.5811,18.0552,18.742900000000002,19.6603,20.6041,21.2102,22.7049,24.3095,27.026,29.0525,31.220599999999997,33.1355,35.8653,39.416000000000004,43.6723,47.791,51.0497,53.404300000000006,55.6114,57.3553,59.7264,62.5188,64.1002,66.6251,69.5794,72.3139,74.5925,76.4833,78.8019,80.8686,82.61840000000001,84.25580000000001,86.8473,90.7384,92.11200000000001,92.9118,94.57379999999999,97.11070000000001,100.0,103.6316,107.7857,110.27579999999999,110.3348,112.344
GO_P,COMMUNITY SOCIAL AND PERSONAL SERVICES,LtQ,6.618544268986609,6.594438348475093,7.068182172029774,7.351500098285278,8.415085095200185,9.049278575806177,9.38765676384142,9.611802993012306,9.886111835862108,10.130839361756177,10.419472412901701,10.957742121807655,11.30313181731642,11.638336278379787,11.686089257007898,11.846006538243318,12.408458026349617,12.924833799329233,13.470221821795548,13.757122724589516,14.512053466766881,14.867874028184971,15.32302410400405,16.183019039882698,17.33181218306057,18.96268292614405,20.181052621434493,22.04297840184396,24.177721330108792,25.973616811538175,27.929944762589606,29.90565800247511,32.476731629854946,35.995135777277895,39.62308177117476,42.47674062352116,44.615661778848484,47.199049593906004,49.158900234005316,50.770999502319185,52.84654356104541,55.17443663264135,57.83261547969054,60.87890427031518,63.73587180059974,66.11338319832548,68.27244199187723,70.41555592523692,72.49237347762119,74.48248231362922,76.25911562127283,77.8085085740871,80.23174003970783,83.32427290837515,86.12865697314189,88.52424080859801,92.02847139238312,95.63357412764003,100.0,104.0148993627758,108.1466144915143,112.5420999993296,113.61923629747095,116.34118793735168
GO_P,PUBLIC ADMIN AND DEFENCE; COMPULSORY SOCIAL SECURITY,L,6.4814,6.266900000000001,6.9048,7.2517,8.6773,9.481100000000001,9.8269,10.011000000000001,10.2547,10.4262,10.6658,11.3801,11.7333,12.164800000000001,12.2888,12.458,13.2296,13.944400000000002,14.6222,14.5402,15.536,15.457099999999999,15.9031,16.9176,18.1362,20.0223,21.4054,23.3266,25.7453,27.663,29.8491,31.8379,34.3253,38.1663,42.003800000000005,45.056200000000004,46.9369,50.013,51.6227,52.491699999999994,53.7558,55.3048,57.23780000000001,59.547399999999996,62.2915,64.61789999999999,66.7405,68.6592,70.6946,73.0723,74.7499,75.9502,78.0216,80.946,83.1397,86.3624,90.194,94.9132,100.0,104.34559999999999,108.2995,112.43719999999999,112.55170000000001,115.7866
GO_P,EDUCATION,M,6.1014,5.906000000000001,6.458600000000001,6.775200000000001,8.0137,8.7052,9.0352,9.2101,9.4315,9.6112,9.8769,10.4494,10.7692,11.132,10.831100000000001,10.9377,11.7398,12.590399999999999,13.222999999999999,13.627600000000001,14.283000000000001,14.5307,14.4984,15.314900000000002,16.2269,18.255499999999998,19.6248,21.4495,23.4504,25.2307,27.0776,28.927999999999997,31.550299999999996,35.0265,38.4961,41.1113,43.4629,45.9997,48.1103,49.669000000000004,51.897499999999994,54.0408,56.558600000000006,59.7035,62.2182,64.3084,66.2685,68.228,70.1592,72.0406,73.66850000000001,75.2298,78.0548,81.4781,84.2152,86.4276,90.7208,94.6357,100.0,104.9755,110.09530000000001,116.1489,116.66529999999999,119.947
GO_P,HEALTH AND SOCIAL WORK,N,5.6922,5.625900000000001,6.0743,6.3361,7.2741,7.8735,8.1697,8.39,8.609300000000001,8.7873,9.0629,9.564300000000001,9.872,10.1738,10.1646,10.2817,10.6798,11.0273,11.5534,11.930399999999999,12.6483,13.189400000000001,13.6523,14.327300000000001,15.5102,17.1695,18.2361,20.018900000000002,22.0913,23.876,25.6907,27.5966,30.0905,33.4985,37.071,40.0669,42.5165,45.0133,47.1971,49.1644,51.6028,54.3911,57.4983,60.9491,64.1611,66.96379999999999,69.4272,71.7884,73.9944,75.7144,77.38969999999999,79.11319999999999,81.4137,84.2787,87.2153,89.4714,92.7412,96.0138,100.0,103.5959,107.6824,111.64,113.09800000000001,115.7416
GO_P,"OTHER COMMUNITY, SOCIAL AND PERSONAL SERVICES",O,8.9936,9.452,9.7351,10.0286,10.7005,11.1867,11.6678,12.1306,12.572600000000001,13.167100000000001,13.6857,13.994500000000002,14.505,14.861099999999999,15.157300000000001,15.439400000000001,15.773499999999999,16.0559,16.4485,17.0504,17.6185,18.5618,19.6211,20.6591,21.8921,22.6896,23.79,25.883899999999997,28.0495,29.5852,31.612000000000002,33.9272,36.802099999999996,40.3628,43.7724,46.3472,48.1421,50.1984,51.9493,53.724199999999996,55.9037,58.3828,60.9082,63.7541,66.2319,68.059,69.7262,71.53059999999999,73.48360000000001,75.8552,77.9807,79.3913,82.1106,85.4622,88.6683,91.0792,93.5448,96.47869999999999,100.0,103.56240000000001,106.85379999999999,110.5503,112.49,114.3952
GO_P,PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS,P,20.8394,20.5614,20.630200000000002,19.9113,21.484,20.729300000000002,20.612099999999998,19.4527,20.9423,21.019399999999997,20.442,20.7919,20.286299999999997,18.5448,18.9822,19.2568,19.7821,19.6433,19.2298,20.7768,21.3629,21.6478,21.0425,23.1145,25.213,23.467299999999998,26.1664,26.397199999999998,24.847,29.860999999999997,34.4632,35.3406,35.820299999999996,33.6035,45.1293,42.6168,32.5086,36.3637,37.064099999999996,41.2128,42.0257,43.627300000000005,51.6086,56.56,58.886,53.849999999999994,55.1823,68.0143,71.1057,73.2662,82.46170000000001,86.0142,80.89880000000001,85.80489999999999,84.5105,76.0845,97.3319,101.84709999999998,100.0,107.2103,108.93679999999999,120.8818,113.3434,101.00370000000001
GO_P,EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,TOTAL INDUSTRIES,TOT,225066.55000000002,232124.17500000005,241513.513,282580.29199999996,313149.88400000014,324258.809,354959.0179999999,355020.3839999999,383286.64400000003,399284.00800000003,408917.3939999999,427011.5030000001,469034.79699999996,476730.945,482405.97099999996,516869.1170000001,542171.9190000001,576362.543,634495.848,688848.276,719158.0160000001,775360.7940000001,834210.6819999998,858137.738,916243.8220000002,1028823.1220000001,1181820.57,1377397.9000000001,1430185.629,1578316.5420000004,1837959.935,2098062.4639999997,2432629.9930000002,2691727.8430000003,2938998.8089999994,2972294.0659999996,3143863.878,3405981.143,3525118.3879999993,3604937.7360000005,3966069.5050000004,4281982.896000001,4459000.761,4684244.87,4689759.893999999,5005516.991,5257160.883,5634976.766999999,6038303.509,6410856.7469999995,6831275.942999999,7193986.891000001,7663939.713000001,8354290.624999999,8290605.398999998,8232199.207000001,8690183.366999999,9414395.540000003,10422243.173999999,11099449.118999999,11790627.619999997,12270344.483,10630116.326,11285589.764
II,"AGRICULTURE, HUNTING, FORESTRY AND FISHING",AtB,13514.93,14788.655999999999,13422.498999999998,14788.172000000002,17445.109,17629.83,16032.863,16438.861000000004,16980.278999999995,17219.673999999995,17545.782,19526.025999999998,20948.381999999998,20799.589,21825.805999999997,23375.868000000006,24708.237999999998,24326.563000000002,25947.299999999996,28556.393,29522.498999999996,30315.093999999997,32456.438,34038.236000000004,36692.413,41876.549000000006,54628.426,58992.79299999999,59060.492,64829.365000000005,69352.57,83066.86899999999,98272.218,107913.73999999999,103755.27200000003,108127.68000000002,110357.61200000001,107535.258,99388.359,94592.64799999999,100763.85500000001,112553.92199999999,113240.81999999998,117536.441,120426.42599999999,120601.92200000002,133054.512,133003.41499999998,147870.41400000002,139966.442,149165.73400000003,149060.809,152069.441,147505.872,152285.148,146434.32799999998,154063.21900000004,163074.336,170847.289,176736.36000000002,202339.749,222261.73500000004,203726.74300000002,214100.375
II,MINING AND QUARRYING,C,5346.233,6358.71,6240.471,6799.447,8182.251000000001,8689.618000000002,9743.087,9581.228,10277.108999999999,10858.976999999999,10790.714,9485.613,10218.359,9932.784,9735.274000000001,9775.969,9605.123,10247.231000000002,11211.441000000003,11953.697,12448.408,12906.897999999997,14447.888000000003,15814.274,15724.185000000001,16212.014,18194.761,27348.125,34515.026999999995,36704.84700000001,41364.643,48271.83200000001,69841.619,85420.364,110862.53499999999,107123.98000000001,97985.852,106581.05799999999,91092.18,62497.879000000015,64039.560999999994,61584.719,63814.03199999999,71483.37399999998,70152.90299999999,70110.18099999998,68224.72899999999,64349.53900000002,60805.02400000001,71789.875,75791.343,65590.95,66980.26299999998,92353.90599999999,89992.48,79263.19900000001,103636.03900000002,127464.27799999999,179714.496,193565.793,211944.859,259392.34399999998,139816.383,184265.67900000003
II,TOTAL MANUFACTURING,D,121935.903,116150.10500000001,121790.22599999998,144234.279,157514.395,155924.895,174369.27,173155.80899999995,188415.843,194345.38800000004,195446.513,208750.94999999998,235044.432,238899.088,237099.38999999998,253332.44999999995,263369.67100000003,278889.8009999999,305150.866,331209.08499999996,341726.492,366684.964,394038.061,390580.31200000003,411502.484,464693.206,553125.12,675648.591,680468.6379999999,762326.13,876994.076,987457.6390000001,1138579.5289999999,1243439.396,1336944.3969999999,1294327.3339999996,1333402.2399999998,1457757.949,1459748.186,1420544.2610000002,1584470.4490000005,1709001.5430000003,1770973.769,1826527.7989999999,1776229.0829999999,1902842.1639999996,1970459.0869999996,2118171.307,2301688.5489999996,2388249.308,2559088.8310000002,2580690.95,2667772.321,2810091.185,2634830.0339999995,2570145.873,2651824.958,2829084.295,3155133.207,3348802.9260000004,3608276.1389999995,3768680.5989999995,2877518.05,3181162.6629999997
II,"FOOD , BEVERAGES AND TOBACCO",15t16,33789.263,32319.580000000005,31555.050999999996,32729.423,36426.588,35795.192,40134.55699999999,41894.554,39986.746999999996,40658.912,40750.587999999996,46858.553,48808.599,50663.630000000005,52568.028999999995,54474.559,53206.66,55103.242999999995,56788.744,60475.497,64008.399000000005,65801.57800000001,70756.726,73752.165,76935.895,88411.53699999998,109035.90100000001,132053.75900000002,134814.183,140682.451,149639.86800000002,171539.84,189873.952,203668.562,216492.82200000001,222143.41,222429.786,236232.56300000002,235147.469,239225.90999999997,259313.227,280002.766,292577.91500000004,303657.17600000004,304611.953,321145.934,327773.648,338108.41000000003,343383.33200000005,364931.125,382269.91799999995,388620.89400000003,369980.52300000004,385506.578,398479.665,386737.31200000003,423312.773,458057.953,487696.2739999999,483447.42999999993,539200.922,586622.132,541559.711,594487.633
