"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",129.2,1.9,3.5,0,0.9,728.9,37.1,110.2,0,0.1,2.6,0.9,0,2.8,0.5,0.1,0,0,0,0.1,0.8,11.2,0.1,0.3,122.4,5.8,0.2,0.1,0.1,0.2,0,88,1.2,1,0.9,0.1,3.9,0.6,0.5,2.5,0.3,9.9,6.7,3.2,0,2565.5,0,0,194.9,1.5,0.7,1,1091.2,-231.6
"TTL_A03",3.1,2.7,0.1,0,0,68.5,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,0,0,0,0,0,23.5,0.1,0.1,0.1,0,0,0,0,0.1,0,0,0.1,0,0,387.3,0,0,1,0,0.1,0.1,5.9,-1.9
"TTL_B05_06",117.7,0.5,371.1,13.1,7.2,10,17.7,0.7,2.4,997.8,13,0,0,47.5,19.6,0,0.1,0,0,0,0,0.3,113.2,3.1,3.9,73.6,13,3.9,3.7,5.2,4.4,1.8,2.4,2.6,2.8,0.4,0.3,2.5,0.2,1,0.6,0.1,0.2,0.1,0,3.1,0,0,0.4,0.3,0.1,0,1971.2,-1218.8
"TTL_B07_08",2.2,0.2,11.4,5.4,2.6,2.3,0.1,0,0,0.2,0.1,0,0,29,1.1,0.1,0.3,0,0,0,0,0,0.2,0,75.1,0.1,0.1,0,0,0.1,0,1.9,0,0,0,0,0,0.3,7.8,0.1,0,0.1,0.5,0.1,0,42.8,0,0,30.5,0,0,0,0.8,-10.1
"TTL_B09",0.6,0,78.8,0.1,12.8,2.2,0.1,0.5,0.1,4.9,0.1,0,0,0.8,0,0,0,0,0,0,0,0,3.3,0.1,6.6,48,8.3,1.2,0.9,3.9,5,0.8,0.1,0,0.2,0.1,0.2,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,90,-13.5
"TTL_C10T12",47.9,0.9,0.3,0,0.1,421.6,2.2,0.5,0.1,0.3,43,12.9,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.4,3.6,12.1,0.2,0.1,0.1,0.2,0,539.7,4.1,2.8,1.5,0.4,0.3,0.8,2,43.5,0.7,6.1,1.8,2.3,0,3415.8,0.9,0.6,22.4,0.2,2.9,3.7,140.4,-588.5
"TTL_C13T15",1.5,8.9,23.4,0.1,4.1,30.3,136.5,0.5,0.1,0.1,2.3,0.7,0.3,0.3,0,0,0.1,0,0,0,0,0.8,0,0.1,19.3,5.9,0.5,0.2,0.1,0.3,0.1,1.6,0.2,0.1,0.2,0.1,0,3.2,3.5,28.9,3.7,18.2,9.5,20.5,0,848.5,0,0,2.6,0,1.5,3.2,226.5,-210.7
"TTL_C16",22.4,0.1,0.1,0,0,10.4,14.7,71.4,0,0,8.1,1.2,0,0.3,0.1,0,0,0,0,3.1,16.6,52.3,0,0.1,85.4,0.4,0.3,0.1,0.1,0.4,0,2.3,0.5,0.3,0.3,0,0.8,4,6.5,3.5,0.1,3.7,15.2,1.1,0,78.6,0,0,5.2,0.4,0.1,0.2,319,-2.5
"TTL_C17_18",4.9,0.1,0.4,1.4,0.1,6.5,2.5,0.1,9.5,0.1,2.8,1,0.2,3.9,0,0,0,0,0.1,0,0,1.3,0.4,0,3.2,7.1,0.7,0.2,0.3,0.8,0.3,0.2,5.3,1.3,1.4,3.6,0.4,2,2.7,18.7,10.3,0.9,4.8,0.6,0,102.4,0,0,0.4,0,0.3,0.3,19,-106.4
"TTL_C19",93.8,43.1,26.3,1.7,4.5,66.7,7.7,10.8,2.8,0,4.8,0.4,0.7,0.3,2.6,0.5,0,0.1,0.2,0,0,7,1,8.1,74.9,31.2,133.9,38.4,65.9,25.7,9.7,11.4,1.6,2.8,1.8,18.6,0.2,14.6,18.2,74.7,11,7.2,5.1,5,0,253.9,0,0,9.7,0.7,1.3,1.5,514.5,-164
"TTL_C20",61.3,0.2,2.2,0.6,0.5,18,10.8,1.5,7.4,0.3,91.5,9.5,2.6,1.8,0.9,0.2,0,0.8,1.4,0,0.1,1.5,0.1,8.1,17.1,13.5,5,1.6,1.3,4.9,0.7,1.4,3,0.9,1,0.5,0.2,4.1,3.4,18.3,9.2,3.7,7.7,15.9,0,184.7,0,0.1,1.6,-0.1,0.4,0.4,75.4,-254.3
"TTL_C21",4.5,0,0.3,0.1,0.1,2.4,0.6,0.1,0.4,0.1,4.4,16.4,0.1,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0.7,1.3,1.3,0.6,0.3,0.3,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.3,6.3,1.9,3.9,0.9,2.5,0,105.6,0,12.2,1.4,0,0.3,0.3,0.1,-72
"TTL_C22",3.5,1.2,16.7,0.1,4.3,24.1,20.5,0.2,0.6,0.2,1.2,0.3,7.3,0.1,0.1,0,0,0.1,0.1,0.4,1.1,0.3,0,2.2,14.3,8.2,15.2,1.1,1.5,5.1,1.3,1.2,0.3,0.2,0.2,0.2,0.1,0.4,1.6,1.9,0.5,0.7,4.2,3.7,0,36.4,0,0,1.4,0,0,0,7.2,-110.2
"TTL_C23",21.5,0.2,8.1,1.5,2,5.8,0.7,0.5,0.2,0.1,0.1,0,1.3,20.2,1.7,0.4,0,0,0,0.1,0.2,0.6,0.5,3.3,160,2.5,1.7,0.5,0.6,1.6,0.3,0.1,0.1,0.1,0.1,0.8,0.2,0.8,0.5,2.6,0.8,1.4,1.1,1.3,0,71.7,0,0,4,-0.1,0,0,72.8,-122.4
"TTL_C24",5.9,0.1,10.1,1.1,2.2,11.7,3.8,0.4,0.5,0,5,0.5,0.9,3.2,92.4,23.5,2.1,2.3,7.1,0.1,0.2,0.8,0.1,4.9,45.7,4,0.9,0.5,0.3,0.8,0.1,0.3,0.8,0.5,0.3,0.3,0.1,0.8,0.7,0.2,0,0.1,2.1,2.5,0,8.5,0,0,28.3,-0.8,0,0,161.7,-207.8
"TTL_C25",6.3,0.1,4.6,0.8,1.1,11.6,4,0.3,0.2,0.1,2.2,0.4,0.4,1.1,4.5,3.5,0.6,0.4,2.1,0,0.2,0.2,0.1,1.9,26.7,3.7,0.7,0.2,0.2,0.7,0.1,0.4,0.4,0.5,0.4,0.3,0.2,0.7,0.9,0.7,0.1,0.1,3.2,2.2,0,22.9,0,0,44.8,-9.4,0,0,22.9,-116.5
"TTL_C26",1,0,1.2,0.1,0.2,1,0.7,0.1,0.1,0.1,0.2,0,0.1,0.3,0.1,0,0,0,0,0,0,0.2,0.2,0.1,1.8,1.3,0.4,0.1,0.2,0.3,0.1,0.2,0.4,1.2,0.7,0.3,0.5,0.7,0.5,7.9,1.2,0.6,1,1.5,0,40.5,0.1,0.3,135.6,-5.4,0.3,0,1.9,-187.7
"TTL_C27",1.8,0.1,1.8,0.5,0.3,2.7,3.9,0.1,0.4,0.1,0.6,0.1,0.3,0.4,0.3,0.1,0,0.3,0.3,0,0,0.1,0.5,0.8,5.8,6,1.1,0.2,0.3,0.8,0.1,0.1,0.3,1.3,0.5,1.6,4,3.5,3.1,13.1,0.1,0.4,0.6,1.6,0,19.6,0,0,62.4,-3.3,0.2,0,2.3,-128.8
"TTL_C28",5.6,0.1,4.5,1.5,0.8,5.4,10.1,0.2,1,0.3,1.1,0.2,0.5,0.8,0.5,0.2,0,0.1,0.6,0,0,0.1,0.4,1,3.8,5.1,1,0.4,0.4,0.9,0.1,0.1,0.4,0.5,0.4,1.2,2.2,2.6,3.2,12.4,0.1,0.3,0.4,1,0,8.2,0,0,219.7,-7.9,0,0,12.5,-271.1
"TTL_C29",0.4,0,0.3,0.1,0.1,0.4,0.3,0,0,0,0.1,0,0.1,0.5,0.1,0,0,0,0,1.3,0,0,0,0.2,0.3,0.9,9.2,0.3,0.8,2.4,0.4,0,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.5,0.1,0,0,0.1,0,102.9,0,0,223.4,-10.4,0.2,0,0.2,-322
