"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",1813.2,8.5,0.7,1.4,0.3,3391.1,28.4,113.4,15,16.1,14.2,7.8,35.4,14.4,13.2,16.2,21.5,8.8,11,20.7,2.2,16.9,28.5,12.5,95.3,318.5,25.3,1.2,6.6,12.1,2,127.9,11.1,10,5.5,8.5,32.7,30.7,20,118.4,10,75.1,21.2,19.7,0,1913,0.5,121,585,251.4,16.3,47.1,1491.9,-572.3
"TTL_A03",1.3,1.5,0,0,0,3.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0.3,2.5,0.1,0,0,0.1,0,6,0,0.1,0,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0,18.3,0.5,0.7,6.2,0.9,1,2.2,3.2,-5.6
"TTL_B05_06",14.8,0,2.5,0.9,0.2,2,1.4,0.7,4.2,466,16.8,0.8,0.4,18,7.8,1.1,1.3,0.4,0.8,1.9,0.1,0.6,516.7,3.8,10.9,25.6,11.7,0.1,0.5,0.7,0.9,0.9,0.8,1.3,0.4,2.1,4.9,8.1,5.1,21.8,18.2,21,9.7,2.7,0,275.1,0,0.8,8,31.3,0.4,0.1,4.3,-1381.1
"TTL_B07_08",2.4,0.1,1.7,10.8,3.7,6.8,0.3,0.4,0.5,0.7,11.4,0.8,1,73.2,106,5.2,2.5,1,2.3,2.9,0.7,0.4,2.9,3.2,98,2.4,1.3,0.1,0.3,5.1,0,0.4,0.2,0.2,0.1,0.2,3.6,3.4,2.3,3.1,0.3,4.3,0.9,0.2,0,8.4,0,0.8,8.7,6.8,0.2,0.3,20.3,-179.9
"TTL_B09",0.2,0,20.5,0.5,8.2,0.1,0,0.1,0.1,28.8,0.2,0,0.6,0.2,2,0.1,0.1,0,0.1,0.3,0,0.5,5,0.2,6.3,0.4,0.1,0,0,0,0,0,0.1,0,0,0.1,0.1,0.4,0.2,0.2,0.2,0.5,0.1,0,0,2.3,0,0,31.9,0.3,0.1,0,7.8,-10.2
"TTL_C10T12",1032.4,1.4,0.4,0.2,0.1,969.9,18.7,2.8,16.7,4.2,21.1,9.4,9,6.1,3.7,3.8,9.8,3.9,3,5.9,0.9,5.5,3.9,4.2,10.6,131.7,3.6,2.2,3.2,1,1.4,644.3,3.3,1.4,1.3,2.3,20.2,27.8,15.1,56.2,6.6,142,3.6,8.5,0,7030.1,4.9,8.8,17.9,289.7,66.9,136.6,1693.9,-1306.9
"TTL_C13T15",7.3,0.1,0.3,0.5,0,19.3,465.4,3.1,22.1,2.9,5.4,3,47.2,6,3.9,11.7,16,44.6,7.1,56.9,3.6,98.9,3.7,13.2,32.2,91.5,14.5,0.3,0.6,4.3,1.8,14.7,6.9,1.4,2.2,1,19.6,13.6,16,32.1,16.4,39.5,19.3,11.9,0,1011,0,6.3,19.9,70.7,35.1,58.1,1209.2,-1393.8
"TTL_C16",36.8,0.5,0.4,0.3,0,14.4,4.1,174.4,7.4,1,7.7,0.7,8.7,16.2,10.2,14,13.1,10.1,6.8,27.5,5.3,93.1,4.5,2,471.7,59.9,13.3,0.8,0.3,3.4,0.2,4.1,1.1,3.7,0.8,0.7,61.9,20.9,21.4,2.8,1.5,2.8,1.2,5.1,0,30.7,0.1,3,56.1,29.8,3.5,5.1,347,-489.6
"TTL_C17_18",16.4,0.1,0.3,0.5,0,241.7,19.9,31.2,646,5.3,30.1,9.3,22.2,30.6,8.2,21.6,86.1,20.2,19.2,16.3,2.1,27.7,6.7,13.7,36.5,363.4,19.7,0.7,3,9.5,10.6,15.8,343.5,6.1,31.8,79.4,117,83.3,44.9,89.7,25.6,37.2,14.3,17.9,0,332.6,0,3.7,15.9,64.9,8.2,13,437.7,-1117.1
"TTL_C19",182.5,1.4,5.4,8.5,2.8,68.4,11.5,10.7,17.8,356.4,254,9.4,37,65.3,81.9,24.4,35.6,11.5,20.2,32.5,4,18.6,203.5,52.1,147.8,238,495.3,18.7,30.3,45,6.6,21.5,8.5,12.9,13.8,14.4,44.6,38.9,31.8,54.9,19.8,33.6,10.5,13,0,1168.8,0,13.8,32.3,80.1,24.5,48.6,741.6,-882.9
