"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",320.1,3,9.3,0.8,2.2,2005.3,32,419,153.4,4.5,13.2,6.1,2,7,2.9,33.6,4,2.5,7,1.1,10.8,15.1,7.7,2.6,128.7,237.7,5.7,6.4,1.3,10.7,0.8,43.4,29,16.7,12.4,7.5,28.5,42.9,40,53.3,12.5,41.6,8.3,6.2,0,2030,0,0.9,60.2,198.5,55.5,23.5,79.8,-1155.6
"TTL_A03",4,262.6,9.5,0.6,0.6,2107.2,0.8,2,1.5,0.1,1.9,0.7,0.4,1.3,1.6,2.2,0.9,0.8,5.6,0.4,5.1,2.6,2.3,0.5,3.7,13.2,1.4,13.8,0.5,1.5,0.7,110.5,6.3,1.6,2.9,2,0.8,3.7,2.8,2.3,4,55.6,1.5,0.2,0,296.1,0,0.2,20.9,193,3.7,3.7,2015.6,-70.6
"TTL_B05_06",52.1,56.2,404.1,35,142.4,104.8,6.2,36.1,59.1,5149,151.6,15.5,8.6,104.7,202.7,77.6,15.2,28.8,222.8,8.8,215,51,154,61,264.7,455,297.9,910.5,317.8,132.3,33,21.3,22.8,77.1,15.5,26.5,53.4,57.2,54.1,87,28.3,71,15.1,16.2,0,1345.3,0,1.7,3480.8,1903.4,1.4,31.1,75559.7,-462.2
"TTL_B07_08",3.7,1.9,63.3,45.2,36.8,21.6,0.5,3.1,8.3,1.5,110.4,18.3,1.4,104.4,317.2,5.2,0.9,2.1,6.9,0.9,78.4,4.6,0.5,3.7,99.6,4.9,15.7,5.9,0.5,2.1,3.7,0.8,3.3,1.6,0.3,0.9,11.8,2.2,2,6,0.7,3.6,8.2,0.5,0,35.9,0,0.6,351.9,44.7,0.8,0.2,377.2,-655.4
"TTL_B09",2.5,8.1,4729.8,63.2,782.1,8.5,0,1,5.5,557.9,20.6,0.3,0.4,25.7,40.5,8.8,0,0.1,1.4,0,0.1,0.3,108.8,2.5,243.8,3,11.9,8.8,0.1,10.7,0,0.5,0.1,0.1,0.2,0.2,7.5,2.8,1.3,2,0.4,0.9,1.3,0.5,0,0.5,0,0.1,1,0.1,0.3,0,613.6,-984.6
"TTL_C10T12",622.8,844.9,5.8,0.7,4.9,4811.6,15.6,3.4,2.5,2.3,52.5,10.2,2.3,8.2,8.4,3.5,2.7,2.6,5,1,6.5,8.7,2.5,1.4,12.4,93.3,1.3,47,0.9,1.6,0.3,1138.5,13,5.2,5.1,3.9,7.9,20.1,13.5,56.3,25.7,323.8,2.8,1.4,0,11274.9,0.1,1.8,16.5,828.6,210.1,99,2331.2,-2369.2
"TTL_C13T15",3.1,17.3,34,2.4,4.4,19.9,101.2,5.7,4.9,2.2,9,0.7,4.5,4.8,13.2,12,5.5,3.9,14.6,3.4,22.6,76.9,7.8,17.8,81.7,79.7,4.8,26.5,1.3,12.3,0.5,21.2,25.7,8.5,4.6,1.8,18.7,29.7,20.9,19.3,9,103,69.6,27.4,0,1938.5,0,0.8,67.4,90.6,99.5,13,86.3,-2195.9
"TTL_C16",3.9,7.2,18.3,1.6,10.2,25.5,1.6,684.9,51.1,4.4,23.5,0.4,2.2,13.9,13.4,14.7,3.5,4.6,17,4,44.3,167.8,21.2,33,2173.9,225.4,7.1,8.3,2,9.3,1.2,4,4.2,6.2,2.1,4.7,288.4,12.2,7.2,6.4,10.2,19,49.1,9.2,0,169.3,0.1,1.7,303.8,153.5,11.6,4.6,342.9,-1220
"TTL_C17_18",13.7,53.9,19.8,3.9,9.3,143.2,4.6,11.7,888.8,73,35.8,18,14.7,28,13.6,8.4,3.3,10,19.1,3,19.1,18.6,2.7,11.2,58.3,619.9,18.9,7.6,1.9,19.7,80.5,32.9,859,8.9,14.8,10.8,97.3,207.8,74.3,93.7,35.1,62.7,60.5,49.4,0,473,0.2,2.7,34.4,183.2,31.3,14.1,1204.2,-1041.9
"TTL_C19",66.5,71.8,62,23.6,91.5,54.4,5.1,11.6,29.2,860.9,150.7,12.2,8.9,101.3,97.6,20.2,3.7,25.2,14.5,5.1,39,20.4,14.5,81.1,176.8,577.8,408.1,1381,489.8,157.3,8.6,14.1,19.8,27.8,10.1,8.2,50.7,39.7,26.5,72.8,35.4,68.9,9.3,13.2,0,1775.7,0.4,2.9,17.8,420.6,89.9,33,3458.7,-2144.8
