"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",181.5,0.1,0,0,0,111.6,1.1,44.3,0.1,0,0.2,0,0.1,0.1,0.1,0,0,0.1,0,0,0,1.2,1.6,0.1,2.5,3.7,0.5,0,0,0.8,0,1.1,0,0.1,0,0.1,0.6,0.3,0.5,1.3,2.1,1,0.2,1.2,0,506.5,0,14.9,4.9,9.5,2.8,1.7,41,-78
"TTL_A03",1.2,1.5,0,0,0,35,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,9.9,0,0.5,0.1,0.7,0.2,0.1,1.4,-1.3
"TTL_B05_06",0.7,0,0,0,0,1.8,0.9,0.4,0.1,1.8,0.1,0,0,0.5,1.3,0,0,0,0,0,0,0.1,14.6,0.2,0.2,0.2,0.2,0,0,0.2,0,0.1,0,0,0,0,0.8,0,0,0.6,0.7,0.4,0.1,0.2,0,11.4,0,0,0.3,0.3,0,0,0,-38.3
"TTL_B07_08",1.2,0,0,0.4,0,0.4,0.4,0.1,0,0,0.1,0,0,3.7,0.5,0,0,0,0,0,0.1,0.1,0.1,0.5,4.6,0.1,0.5,0,0,3,0,0,0.3,0,0,0,0.3,0,0,0.1,0.1,0,0,0,0,0.5,0,0,0.7,0.2,0,0,0.8,-5.2
"TTL_B09",0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5
"TTL_C10T12",18.4,0.5,0,0,0,129.1,0.7,0.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.8,13.6,0.3,0,0.6,1.7,0,44.4,0.3,0,0.2,0.1,0.5,0.4,0.3,5.9,8.9,10.3,1.5,0.9,0,697.8,2.6,0.3,0.1,10.8,9,6.3,124.8,-140.5
"TTL_C13T15",0.7,1.2,0,0,0,1.4,90.2,0.6,0.2,0,0.1,0.1,1.1,0.1,0.2,0.2,0.1,0.1,0.1,0,0.1,0.7,0.4,0.2,0.9,1.1,0.4,0,0,1.9,0,0.2,0,0,0,0.1,0.3,0.3,0.6,1.7,0.9,1,0.3,1,0,207.8,0,0.1,0.7,5.9,5.7,4,115.5,-69.6
"TTL_C16",16.3,0.3,0,0.1,0,6.1,2.2,129.6,0.7,0.1,0.2,0.1,0.2,0.5,0.9,0.8,0.6,0.5,0.5,0.1,0.2,29.4,3.5,0.6,37.9,14.3,3.8,0.1,0,2.9,0.1,0.5,0.2,0.1,0.1,0.1,2.1,5.8,7.1,1.3,1.6,0.8,1,6.4,0,29.5,0,1.7,19.2,11.8,0.4,0.6,214.5,-8.7
"TTL_C17_18",1.7,2.1,0,0.2,0,27.7,2,4.7,33.9,0.1,0.4,0.2,0.6,0.7,0.4,0.6,0.2,0.3,0.3,0,0,3.2,0.8,0.3,1.9,5.3,0.7,0,0,2.5,2.3,1,25,1.3,0.9,2.7,0.9,8.5,8.3,5.3,3.3,0.9,3.8,0.7,0,7.1,0,0.1,1,2.5,1.1,0.5,21.1,-83.2
"TTL_C19",32.6,8.2,0,0.3,0,14,5.7,6.7,0.3,4.1,7.4,2.4,0.4,2.6,0.8,0.3,0.1,0.2,0.3,0,0.2,1.1,44.6,1.7,8.2,11.8,27.1,2.9,1.3,12.4,0.6,0.7,0.7,0.6,0.3,1,1.8,1,1.3,5.1,1.5,2.5,0.5,1.2,0,54.7,0,0,0.8,2.5,3.7,0.1,0.7,-265.5
"TTL_C20",17.9,0.1,0,0,0,2.3,4.5,13.3,2.3,0,5.7,3.7,7.1,1.2,0.1,0.4,0.1,0.3,0.2,0,0.2,2.3,0.9,2.9,7.9,2.3,0.6,0.3,0,1.5,0,0.7,0.2,0,0.1,0.8,0.3,1.5,2.3,1.4,1.5,14.3,1,3.1,0,46.6,0,2.1,1.4,1.6,0.9,0.1,19.6,-125.1
"TTL_C21",2.8,0,0,0,0,0.7,1.4,1.1,0.1,0,0.8,4.3,0,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.5,1.5,1.4,0,0,0,0.1,0,0.2,0.1,0,0,0,0.1,0.4,0.2,0,0,13.3,0.2,2.9,0,36.8,0,5.2,0.6,1.1,0.6,0.2,12.5,-49.1
"TTL_C22",3,0.1,0,0.3,0,12.6,1.5,1.7,0.9,0.4,0.5,0.4,5.3,0.5,0.1,1,0.5,2.4,2.4,0.2,0.2,2,1,0.8,4.6,6.1,5.4,0,0,2,0.4,0.7,0.2,0.2,0.1,0.5,0.4,3.5,4.1,2.3,1.2,1.2,0.2,0.3,0,6.8,0,0,12.6,1.3,0,0,5.3,-56
"TTL_C23",1,0,0,0.1,0,7.3,0.6,2,0.1,0.1,0.3,0.2,0.3,2.5,0.1,0.2,0.1,0.7,0.2,0,0.2,1.3,1.9,0.8,36.4,3.4,1.1,0,0,1.2,0,0.7,0.1,0,0,0.2,0.7,0.8,1,1.5,1.4,0.6,0.3,0.5,0,2.9,0,0,3.8,1,0.1,0,10.5,-33.5
"TTL_C24",1.4,0,0,0,0,2.7,0.4,1.8,0.1,0.2,0.1,0.8,0.5,0.6,62.6,29.7,0.6,3.5,9.9,1.5,5.8,5.7,6.7,4.1,22.5,0.6,7.3,0,0,1.2,0,0.1,0,0.2,0.1,0,1,0.3,0.1,0,0,0.1,0,0.1,0,0,0,0,5.6,3.1,0,0,13.5,-40.8
"TTL_C25",1.7,0.2,0,0.1,0,29.7,1.3,2.5,0.2,0.1,0.3,0.2,1.1,0.8,5,3.5,0.6,2.3,2.6,0.6,1.9,2.9,3,3.1,20.9,3.4,2.9,0.1,0,1.7,0,0.1,0.1,0.2,0.3,0.8,0.4,2,2.1,1.3,0.4,0.4,0.1,0.7,0,8.7,0,0.3,15.5,1.7,0.1,0.1,15.3,-59.7
"TTL_C26",0.2,0,0,0,0,0.4,0.2,0.2,0.1,0,0,0.1,0,0,0,0.1,3,0.5,0.1,0,0,0.3,0.9,0.2,0.7,0.6,0.3,0.1,0,0.8,0,0.1,0.2,0.8,5.9,1.6,0.6,1.2,0.6,1.7,0.7,1.2,0.3,0.5,0,17,0,0.6,96.1,1.3,1,0.1,3.8,-114.9
"TTL_C27",1,0.1,0,0,0,1.1,0.2,1.1,0.1,0,0.1,0.2,0.1,0.7,0.1,0.1,5,2.8,0.5,0,0.1,0.5,3.7,0.2,15.2,1.6,1.2,0.2,0,2.3,0,0.1,0.3,2.2,0.7,0.2,0.9,1.2,0.6,0.9,0.6,1.6,1.3,1.6,0,2,0,0.8,11.2,0.8,0.4,0.1,20.1,-50.3
"TTL_C28",6.4,0.5,0,0,0,4.6,1.3,5.2,0.4,0,0.2,0.4,0.1,1.5,0.1,0.2,0.1,0.2,1.7,2,0.5,0.7,8.1,0.6,6.6,1.8,2.2,0.7,0,8.5,0,0.1,0.1,1.2,0.1,0.1,1.6,0.8,0.9,1.7,0.7,0.4,0.2,1.3,0,7.7,0,1.2,86.9,1.7,0.1,0,23.7,-130.4
"TTL_C29",2.1,0.1,0,0.1,0,0.7,0.4,0.8,0.1,0,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.5,0.3,1.1,4.6,2.3,0,0,1.3,0,0.1,0.1,0,0,0.1,0.3,0.1,0.2,0.9,0.2,0.2,0.1,0.1,0,22.9,0,1,33,0.7,0.8,0,0.6,-66.1
"TTL_C30",0.3,0.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,1.9,0.5,0,0,0.2,0.1,2.2,3.1,1.1,1.7,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,1.6,0,0,13.3,0.2,0,0,18.5,-12.1
