"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",1363.3,0.2,0.8,1,0,3203.6,81,529.8,292.3,1.2,3.7,0.5,41.6,6.4,7.7,3.8,3.8,1.9,4.9,3.3,1,28.7,4.5,2.7,81.5,122.2,15.4,0.4,6.5,1.7,0.1,299.5,1.9,1.6,3.1,12.3,44.8,9.3,11.3,20.4,17.7,75.1,2.5,11.9,0,2476.5,0.3,89.6,405.7,118.4,49.5,132,510.9,-1527.5
"TTL_A03",0.2,7.6,0,0,0,0.8,0.1,0.1,0.1,0,0.1,0,0,0.1,0.1,0.1,0.1,0,0.2,0,0,0.2,0,0,0.1,1.2,0.1,0,0,0,0,0.3,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0,0,22.6,0,0.1,0.7,0.5,3,2.5,0.2,-19
"TTL_B05_06",2.9,0,4.1,1.1,0,2.1,0.6,0.6,7.9,1375.6,7.2,0.1,0.3,14.9,179.3,0.5,0.3,0.3,1.6,0.8,0.1,0.5,538.8,0.5,6.2,6.4,29.4,0,0.3,0.5,0.1,2,0.1,0.3,0.1,0.3,1.7,1.1,0.6,2.5,1.6,5,0.3,2.7,0,44.8,0,0.3,12.9,21.4,1,0.3,23.5,-1953.6
"TTL_B07_08",7.1,0,0.4,23.7,0.1,11.2,0.3,1,46.9,0.7,31.6,0.1,0.5,286,19.3,1.5,0.5,0.4,1.4,0.4,0.1,3.3,2.3,5.5,408.3,7.3,3.7,0,0,0.4,0.2,4.9,0.1,0.1,0,0.2,8.6,1.2,2.5,26.4,1.1,1.4,1.2,0.4,0,59,0,0.2,25.5,13.4,0.9,0,158.1,-207.7
"TTL_B09",2.3,0,0.3,8.6,0.1,1.7,0,0.2,14.2,0.5,3.8,0,0.1,27.4,0.2,0.2,0.1,0,0.2,0.1,0,0,0.7,0.6,45.7,1.3,0.5,0,0,0,0.1,0.9,0,0,0,0.1,2.7,0.3,0.7,9.4,0.3,0.5,0.1,0,0,0.3,0,0,17.8,0.3,0.2,0,5.1,-142.7
"TTL_C10T12",467.1,0,1,0.3,0,1512.6,47.8,1.9,17,4.4,12.8,1.2,2.4,3,5.1,2.8,4.6,1.5,4.8,2.6,1.6,4,5.4,0.3,10.5,127.7,23.1,0.6,17.4,0.5,0.1,1491.7,1.7,0.6,7,21.8,0.5,23.8,1.7,27.6,57.9,316.4,1.8,19,0,8984.6,0,6.1,18.1,174.8,199,454.4,1436.8,-2255.1
"TTL_C13T15",18.2,0,1.2,0.6,0,18.3,943.2,27.9,22.2,1.4,9.4,2.6,26.7,18,7.7,15.9,9.4,8.9,18.2,49.6,7.6,57.4,4.5,1.3,102.6,132.9,16.7,0.2,4.8,1.7,0.1,26.3,4,3.8,0.7,11,4.6,13.7,6.7,26.4,12,99.5,7.3,10.2,0,4130.1,0,4.8,74.8,96,133,121.6,1702.1,-2983.8
"TTL_C16",35.6,0,1.5,3,0,11.3,5.4,1123.9,246.6,0.7,9.9,1,9.8,26,27.9,18,8.5,10.6,19.2,15.9,4.3,487.3,6.7,3,763.4,56,6.2,0.1,0.8,0.8,0.1,8,2.1,1.4,1.7,5.5,58.7,10.9,2.7,27.6,7.9,18.3,6,12.4,0,450.5,0.2,6.3,807.7,58.9,9.5,27.3,1620.5,-841.7
"TTL_C17_18",19,0,0.3,5.8,0,332,68.5,21.6,2010.6,2.4,126.8,7.9,38.2,66.5,31.8,43.7,43.9,36.4,61,25.8,9.6,50.6,30.8,14.9,126.1,792.3,49.1,0.7,29.5,21.8,0.5,56.9,286.6,28.3,47.8,211.9,34.8,456.2,109.2,286.5,29.3,71,52.5,273.6,0,468.8,0.2,5.6,27.5,126.7,20.8,46.4,2628.4,-1575.6
"TTL_C19",102,0,2.3,12.6,0.1,31.4,16.9,16.6,27.6,52.2,87.2,2.3,42.7,44.4,107.8,18.9,12,9.6,16.1,12.7,1.5,15.4,41.5,15.8,224.6,152,194.4,1.1,81.3,8.3,1.5,56.8,5.4,11.7,8.4,10.6,9.8,25.9,13.9,46.9,25.2,60.2,6.9,27.9,0,1072.7,4.8,6.9,28.6,28.1,62.1,113,307.7,-472.5
