"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",2420.3,2.6,1.6,0.4,7.3,4181,34.8,181.2,119.8,3.2,7.4,2.5,18.6,2.5,7.5,2.7,0.9,0.8,1.3,1.8,1.3,154.7,12.1,1.5,14.4,157.9,12.4,1.6,2.3,12.1,0.5,67.2,1.3,1.2,0.2,21.5,5,9.3,2.3,146.5,20.4,40.9,2.3,9,0,15882.6,1,289.8,95.8,287.3,83.2,42.9,1465.5,-2676.8
"TTL_A03",158.4,70.2,0.2,0.1,0.8,215,0.2,0.4,0.3,0.7,0.6,0,0.1,0.4,1.1,0.7,0.1,0.1,0.2,0.3,0.1,0.5,0.7,0.1,1.4,4.4,1.1,0.4,0.3,0.6,0,30.9,0.2,0.1,0,0.9,0.2,0.5,0.8,5.5,0.7,2.1,0.1,0.2,0,1026.3,0.2,60.7,1.2,19.9,5.7,4.9,321.5,-77.9
"TTL_B05_06",87.9,7.3,921.2,2.8,240.7,148.6,3.6,7.4,13,9829.4,86.6,0.5,2,59.9,636.2,4.8,1.6,2.3,27.2,3.1,4.3,18.3,4727.1,112.8,104.6,854.5,314.2,5.8,30.1,24.1,2.7,2.1,1.7,3,0.4,57.8,6.7,16.1,4.3,32.6,7.1,42.2,55.3,2.1,0,220.1,0.5,4.9,142.7,818.5,2.8,4.5,13923,-314.6
"TTL_B07_08",8.5,0.5,14.7,7.1,53.7,13.3,0.5,0.7,1.2,1.8,98.6,0.7,1.3,108.9,964.5,8.7,0.7,1.1,2.1,1.5,9.2,81.5,4.3,5.5,110.2,7.9,8,0.3,1,17.2,0.2,1.1,0.3,0.3,0.1,0.6,2.3,3.2,1.1,4.4,1.3,1.1,0.7,4.5,0,28.4,0.1,2.2,30.2,29.3,1.3,1.2,2401.4,-670.8
"TTL_B09",4.4,0.3,1451.9,1.2,10216.1,12.6,0.7,0.8,1.2,2071.1,3.9,0.3,1,3,7.9,2.9,2.9,1.2,3,1.6,1.4,5.2,23.8,2.4,111.6,21.5,13.6,0.3,1.6,3.1,0.5,1,0.6,1.5,0.6,1.9,14.6,138.4,5.9,18.2,5.4,7.3,3.4,0.8,0,36.7,0.1,2.3,7599.1,4.6,0.3,1,428.3,-343.4
"TTL_C10T12",505.1,12.6,3.9,0.5,9.2,3619,8.1,2.7,4.5,18.3,34.5,4.8,6,4.6,18.5,6.8,2.8,2.4,3.1,3.1,2.5,24.3,20,3.6,16.9,240.4,24.2,1.8,4.5,13.4,0.4,317.9,3.1,1.4,0.4,90.9,4.1,11.3,7.2,234,64.2,198.8,2.7,6.5,0,25798.2,11.5,10.4,30.5,633.1,325.7,120.3,1739.7,-6773.8
"TTL_C13T15",10.8,3.4,4.4,0.6,12.1,23.1,250.7,6.8,3.5,3.7,15,0.9,13.1,5.8,15.6,5.1,2.3,2.3,4.5,6.3,3.7,19.1,8.2,2.3,16.9,33.6,30.8,0.7,0.9,4.1,2.4,5.4,1,1.1,0.1,15,2,7.7,2.3,79.2,5,18.2,5.1,7.8,0,4893.4,1.1,2.8,10.4,81.9,192.8,37.2,237.1,-3357.8
"TTL_C16",12.6,0.4,11.6,0.2,1.5,54.5,1.7,139.8,11.1,1.8,22.1,0.6,1.4,16.5,16.4,5.9,0.7,2,5.5,2.3,1.6,49.6,5.4,0.7,125.8,92.6,26.8,0.3,0.2,5.8,0.1,0.6,0.6,0.3,0.1,15.9,31.7,112.5,21.3,4.8,2,7.7,1,5,0,455.3,0.1,1,45,13.8,16.3,5.9,1550.9,-278.9
"TTL_C17_18",54.1,7.2,2.3,0.5,4.9,486.3,12,39,512.5,4.1,27.6,15.1,19.2,37.8,11.1,12.8,5.7,7,5.5,5.2,2.7,25.8,10.3,6.5,29.6,453.3,12.1,0.9,1.7,11.9,23.2,38.8,258.5,7.8,6.3,59.3,40.5,51.2,22.8,267.8,35.2,25,11.8,49.3,0,412.9,0.5,3.6,13.2,67.2,40.3,16.3,1438.6,-909.1
"TTL_C19",357,192.5,100.1,37.7,302.4,254.1,18.6,54.4,37.3,2311.9,507.8,7.3,50.2,110.6,466.2,39.2,11.4,17,30.8,21.7,21.1,41.7,1496.4,136.4,362.3,452.3,973.7,132.1,735.4,391.6,13.6,9.4,26.1,5.7,1.1,49.9,23.5,70.8,53,272.5,17.6,31.3,13.3,23.9,0,842.9,0.3,8.1,35,293.7,124.2,43.6,20320.8,-483.1
