"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",3396.3,12.6,0.9,2.2,0.1,21350.3,532.5,692.7,490.7,7.6,42.7,35,179.8,16.9,13.4,15.2,8.4,7.4,9.5,24.8,5.8,41.7,22.6,10.7,461.5,924.3,7.5,4.8,2.3,8.8,0.4,837.8,22.8,6.3,3.4,31.4,45.4,35.4,12.3,66.9,34.7,90.7,167.2,8.6,0,11886.3,6.9,174.9,873.8,279,32.9,290.6,6118.5,-4643.8
"TTL_A03",1.9,59.2,0.1,0.1,0,555.1,1.3,0.4,12,1.4,4.3,5,1,1.5,1.1,1.1,3.2,1.5,1.3,5.1,2.7,1.4,2.6,1.6,29.4,14.6,1.1,0.1,0.4,1.9,0.4,387.4,16.7,4.5,2.5,8.1,13,29,7.6,10.6,8.2,30,3.6,4,0,1691.4,0.5,70.5,513.3,14.6,2.2,7.7,112.3,-378.8
"TTL_B05_06",2.8,0.7,3.4,11.6,1.6,6.7,2.5,0.8,2.2,7277.1,45.2,0.9,1.3,25.1,320.6,2.7,0.7,1.1,1.7,3.4,0.6,1.2,2720.7,1.4,33.6,10.4,3.2,0.1,0.6,1.8,0.1,6.5,3.6,0.7,0.3,8.7,8.1,3.5,2.2,32.2,3.5,3.4,4.1,0.5,0,106.4,0,1.6,96.3,63,0.6,0.9,4.5,-8815.6
"TTL_B07_08",3.1,6.3,7,38.5,0.6,47.9,16.5,1,22.8,1.2,265.3,21.4,2.4,1359,1481.7,42.5,1.6,19.3,14.1,6.3,1,36.3,1.2,28.9,816.5,26.6,0.8,0,0.1,2.2,0,6.6,1.4,4.3,1.1,0.9,2.9,8.4,1.6,6.2,0.6,1.9,0.7,0.8,0,29.2,0,4,45.7,25.2,0.4,0.6,346.6,-1722.2
"TTL_B09",0.6,3.5,9.7,6.8,0.6,3.6,0.2,0.1,2.3,90.4,3.8,0.1,0.5,35.5,1.9,0.8,0.1,0.2,0.3,0.7,0,0.2,7.8,0.9,45.5,0.9,0.2,0,0.1,2,0,1.1,0.1,0.1,0,0.2,1.7,0.5,0.4,1.3,0.2,0.4,0.2,0.1,0,1.8,0,0.1,0.7,0,0.5,0,66,-187.3
"TTL_C10T12",4146.9,85.5,0.8,2.1,0.1,11106.7,398.6,6.7,42.9,18.6,140.1,54.2,25.2,24.2,16.8,13.4,7.9,7.3,8.7,20.4,3.1,11.9,35.2,4.8,87.7,121.9,7.3,28.5,3.6,13.8,0.3,15602.5,7.1,4.3,2.8,16.3,2.2,36.9,7.6,94.3,107.8,320,38.5,18.3,0,41772.8,4.2,10,43.9,457.9,137.2,1201.2,6728.4,-6976.7
"TTL_C13T15",37.3,44.2,3.5,1.8,0.2,173.4,7516.7,20.7,56.7,3.2,189.2,55.7,124.3,37.5,29.4,78,19.2,25.5,28.5,430.8,39.3,244.3,7.7,30.7,83.3,302.2,11.4,7.9,29,7.7,15.8,141.9,22.5,5.7,3.7,5.1,1.4,42.2,29.7,88.1,15,229.2,27.1,66.9,0,16186.5,0.1,18.2,166.2,178.7,88.6,703.8,4270.5,-3871.3
"TTL_C16",153.9,13.5,31.2,15.8,0.2,536.7,59.7,2032.5,77.9,1,30.2,6.7,29.1,194.4,23.1,165.7,18.7,29,61.1,60.6,32.3,1594,3.3,10.4,1947,106.1,8.5,0.9,2.4,121,0.9,45.5,24.6,2.3,1.5,2.9,0.9,34.2,15.5,6,3.7,9.9,9.1,62.8,0,600.5,2.3,4.1,94,47.6,6,53.5,626.2,-1003.9
"TTL_C17_18",59.3,2.8,1.8,7.2,0.3,1263.9,266.4,123.7,4651.4,36.8,700.8,335.4,205.5,270.2,36.9,120.6,123.9,135.8,89,151.1,29.4,201.8,66.3,60.6,166.5,1061.8,57.3,2.4,27.2,163.4,28.7,191.9,2629.4,83.3,98.7,362.3,62.9,1640.4,546.1,290.8,148.3,281.8,216.6,306.9,0,1440.7,3.9,17.3,32.6,138.3,16,112.9,1540.2,-2955.4
"TTL_C19",259.3,58.9,19,89.2,2.2,233.8,103,24.7,71.4,471.4,1050.5,12.7,71.6,324.5,89.2,73.8,18.9,30.6,47,72.2,26.6,27.8,708.5,118.7,330.7,538.8,1489.2,60.4,339.3,228.4,14,207.5,76.4,39.3,7.8,105.9,13.9,61.4,93.9,125.9,124.1,244,18,18.1,0,5764.9,0,8.1,47.7,74.2,39.3,299.4,1090.2,-1718.2
"TTL_C20",1366.3,16,22.6,116.7,1.3,1011.1,1403.1,125.2,638.2,95.3,4501,934.6,2409.3,431.6,599.3,590.6,118.7,325.7,249.4,1056.7,134.7,322.8,22.4,176.6,1051.7,645.9,28.1,9,2.7,128.7,1.6,169.7,97.1,2.5,46.2,23.4,52.8,119.2,115.3,110.8,56.4,1008.6,31.6,157,0,5005.8,0.1,13.8,41.3,187.7,12.8,72.2,5700.3,-8131.9
"TTL_C21",250.8,2.2,3,15.7,0.1,118.5,10.1,1.6,6.5,0.9,76.5,502.3,10,3.9,82.7,3.7,2.5,3,2.6,6.6,16.2,3.7,1.3,8.7,10.8,8.1,0.7,0.1,0.3,1.6,0,64,4.6,1,0.5,2.1,3.9,24,11.9,13.5,19.1,1490.9,3.8,35,0,1816,0.1,4697.2,44.9,53.8,12.5,85.6,994.8,-1955.8
"TTL_C22",226.6,30.3,7.2,28.5,1,1225.6,565.3,41.9,130.2,9.7,524.7,130.7,1607.9,137.7,99.3,236.8,254.5,453.6,287.4,2793,355.5,287.7,14.5,58.5,1246,453.6,70.1,0.5,2.9,247.9,1.7,41.5,28,8.8,5.2,15.2,16.4,86.9,43.7,20.8,12.8,77.6,35.8,87.4,0,1155.2,0.4,16.7,164.8,91.8,1.1,8,3042.7,-3065.4
"TTL_C23",74.4,2.1,8.8,20.8,1.1,912.2,27.7,20.4,16.9,12.8,149.3,39.7,48.4,1288.6,235.9,123.4,86.7,85.2,70.6,347,63.2,100.3,87.3,29.6,11279.3,218.4,23.9,1.1,3.2,78.5,5,172.3,13,175.5,4.1,3,3.6,68.3,35.2,16.6,14.8,175.3,19.3,55,0,717.8,0.7,7.6,83.2,98.9,0.6,3.8,3231.4,-1218
"TTL_C24",11.8,0.7,9.3,17.7,0.9,21.7,17.5,24.3,32.5,9,27.4,4.6,30.6,184.2,2128.2,4749.2,386.3,1979.1,1745.7,4173.2,538.5,942.7,9.3,100.2,723.4,5.7,5.7,0.3,1.9,0.3,0.1,5.8,4.5,3.5,1.8,8,0.2,46.7,0.2,2,3.1,1,1.3,1.6,0,13,0,0.2,9.6,113.4,0.4,0,5403.8,-4968
"TTL_C25",830.8,29.7,19.4,108.3,2,965.9,204.4,161.6,226.7,82.5,431.4,101.8,135.3,391.7,2101.9,1678.2,177.9,459.8,1324.4,1476.7,243.9,545.8,469.5,355,5757.2,353.3,44.1,2.6,10.5,193.7,30.7,83,27.8,11.7,13.7,50.4,14.1,78.6,92.1,91.5,31.3,51.3,31.6,103.5,0,1191.8,14.5,8.4,2561.4,140.4,1.3,4.4,2768.3,-2843.2
"TTL_C26",15.4,5.4,1.4,4.5,0.3,64.9,27.1,11,16.1,5.5,28.8,9,15.6,25,25.1,40.1,1767,39.9,45.8,196.2,92,121.7,22.3,17.1,403.1,154.2,28.3,4.8,19.7,74.6,2,39.9,64.9,233.8,88.4,98.9,3.7,210.7,70.1,88.7,105.1,1099.9,30.3,90.4,0,3640.3,0.3,204.3,7156.3,119.4,17.1,93,2985.4,-8745.8
"TTL_C27",19.1,4.2,2.6,10.5,0.5,77.5,30.7,15.1,21.4,16.1,62.5,20.9,35.8,91.1,112.8,175.9,1086.1,1460.6,1028.8,1002.3,129.1,210.2,298.5,17.9,2869.5,95.8,29.5,4.1,11.6,24.4,3.5,26.8,32.9,167.8,13.8,41.9,2.1,50,21.4,36,36.5,47.6,30.3,25.7,0,470.6,0.2,10.6,2187.6,84.8,7.2,55.6,2853.3,-3079.5
"TTL_C28",257.9,4.3,29.9,108.3,2.6,154.3,298.9,152.4,307.6,103,473.4,185.5,287.6,559.3,664.7,1082.1,88.9,121.3,749.1,821.6,277.3,297.6,246.8,135.8,723.6,305.6,101.1,3.1,13,53.3,3,116.7,48.6,57.8,3.3,7.1,1.1,39.9,80.3,455.2,35.1,41.8,40.2,61.6,0,2436.5,0.2,9.1,5655.9,114.1,1.5,1,5560.4,-9109.5
"TTL_C29",42.2,4.7,2.1,5.1,0.3,151.6,57.9,28.9,23.6,8,46.4,14.6,40.5,89.7,39.9,57.2,30.6,30.4,40.8,11903.7,121.8,60.6,20.5,37.8,159.2,3227.5,716.3,0.9,4,82.4,1.8,44.4,11.5,8.5,3.3,4.9,2,35.7,115.2,94.5,7.2,34.8,11.4,11.1,0,13054.5,0.6,55.9,5774,295.5,10.2,94.7,20018.3,-12616.7
