"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",1457.4,0.4,0.6,0.3,0,1989.4,3,1820.5,1275.3,0.8,4.6,1,53.5,3.2,2.2,3,5.6,1.6,5.1,0.5,2.9,8.1,46.3,1.1,43.1,58.4,9.4,54.8,33.9,1.8,1.4,163.3,3.2,3.1,5,3.4,22.9,14.6,6.9,61.5,30.8,42.8,7.6,3.9,0,2392.6,3.8,9.9,312.1,191.8,13.6,23.1,454.4,-1161.3
"TTL_A03",0.5,25.2,0,0.1,0,9.3,0.1,0.5,0.5,0.2,0.5,0,0.3,0.2,0.3,0.5,3.1,0.3,1.7,0,0.1,0.2,0.3,0.2,0.9,2.6,0.4,0.8,1.3,1,0,58.2,0.3,0.9,0.8,1.1,0.9,1.6,1.3,2.6,1.1,2,0.5,0.9,0,98,0,0.1,1.3,3.8,1.1,1.2,3.4,-60.7
"TTL_B05_06",9.1,0.2,38.8,0.8,0,4.7,1.1,4.6,78.3,2030.5,35.7,0.1,0.8,16.3,143.3,1.4,1.5,0.4,5.2,0.2,0.3,1.4,495.2,0.9,20.1,4.9,16.8,4,6,9.8,0.5,0.4,0.2,1,0.2,0.8,5.5,0.8,0.8,3,0.9,1.3,1.2,1,0,57.4,0,0.2,6.4,53,0.7,0,24.7,-2772.1
"TTL_B07_08",15,0,41.1,202.6,0.3,33.4,0.3,0.6,163.1,0.7,124.5,0,2.4,131.1,1635.4,1.2,2.7,0.3,5.3,0.1,0.4,6.9,33.7,0.9,270.3,0.9,0.3,0.1,0.1,0.3,0,0.2,0.1,0.3,0.2,0.3,0.8,0.3,0.4,0.7,0.4,0.5,0.1,0.2,0,12.8,0,0.3,6.6,56.7,0.2,0.1,149.7,-1837.4
"TTL_B09",0.1,0,0.2,0.5,0,0.1,0,0.1,0.9,7.4,0.5,0,0.1,0.4,0.4,0.1,0.4,0.1,0.2,0,0,0.1,1.5,0,2.8,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0,0.4,0,0,0.5,0.2,0.1,0,0.6,-15.9
"TTL_C10T12",396.6,0.1,0,0.3,0,1501.3,3.6,1.9,73.3,16,34.9,0.5,3,1.5,2.2,1.3,7.8,0.9,2.8,0.2,0.4,2,24.1,8.9,40.9,79.9,13.1,88.5,23.2,30.5,1.5,1154.6,1.2,38,31.9,44.2,24.4,64.2,48.8,223.6,100.9,172.5,34.1,45.2,0,7045.1,0,1,8.7,237.7,51.7,58.4,689.4,-1673.3
"TTL_C13T15",3,0.1,0.1,0.6,0,5.7,213.2,4.4,25.8,1.6,6.9,3.7,17.3,16.3,2,8.7,10.7,1.8,15.1,1.1,5.7,25.6,2.7,7.5,45.1,96.7,2.1,20.5,1.9,4.1,0.2,10.8,1.4,3.4,6.6,9.3,5.2,28.9,18.6,30.8,1.4,28.6,1.2,12.9,0,1947.7,0,3,53.3,57.7,27.7,21.8,331.1,-1449.3
"TTL_C16",6,0.1,5.5,1.6,0,16.3,1.5,1000.8,324.2,2.5,13.5,1.7,10.9,18.4,16.3,15.2,23.5,9.7,17.5,2.1,5.6,204.6,121.8,2.4,2549.8,31.7,3.6,1.1,4.2,4.1,0.7,3.9,2.7,7.5,4.8,5.1,9.4,14.3,6.2,8.9,7.8,4.8,2.1,7.2,0,74.3,0.2,5.4,28.8,120.9,3.1,4.7,3018.6,-483.4
"TTL_C17_18",33.9,0.5,0.8,4.5,0,167.8,14,49.3,2831.4,14,91.4,5,60.6,33.6,26.5,23.7,133.7,16.7,61.1,2.9,7,26.2,55.1,18.2,163.4,823.7,24.6,4.4,28.3,59.1,8.5,38.6,972.6,221.5,48.9,52.9,84.6,219.7,94.6,204.9,142.5,160.4,72.2,70,0,549.7,0.2,10.2,73.6,314.9,6.9,13.4,10638.4,-873.1
"TTL_C19",293.1,9.2,1.3,21.7,0,27.6,9.6,21.3,130.6,1024.7,310,1.1,24.5,39.1,151.9,15.6,24.9,6.7,17.5,3.1,3.9,11.8,223.5,34.1,410.2,187.4,713,160.3,250.6,412.8,20,6.8,5.5,40.2,3.7,31.7,240.3,29.8,32.2,110.1,34,61,49.4,42.6,0,2059.4,0.1,3.8,23.9,158.6,20,33.2,1657,-2185.1
"TTL_C20",339.9,0.2,2,30.9,0,155.8,126.5,127,1172.9,176.3,1462.3,17.7,607.6,113.9,188,96.3,191.2,64,55.9,9.7,17.5,73.4,23.5,19.9,279.5,60.1,10.7,4.1,5.8,16.9,0.9,6.7,8.8,8.1,6.8,9.4,10.7,52.5,47.5,41,25.7,395.5,14.5,38.3,0,977.5,0.2,26.4,47.3,198.5,6.7,9.5,2937.9,-3460
"TTL_C21",7.6,0,0.2,2.2,0,11.5,8.5,2.6,17.3,2.3,179.7,70.2,6.4,2,12.7,2.5,37.6,1.8,5.8,0.3,1.7,2.3,1.4,1.5,11.6,10.7,1.6,2.8,2,1.5,0.4,2,1.3,2.9,1.8,1.7,2.3,10.1,2.2,18.4,11.6,280.2,0.8,1.4,0,705,0.2,540,59.7,45.1,4.7,4.1,310.6,-1119.8
"TTL_C22",5.8,0.1,2.2,1.6,0,132.5,6.9,34.8,77.3,11.5,43.6,9.9,164.8,36.7,9.6,36.9,122.9,27.5,188.2,27.7,29.7,70.1,8.1,2.6,861,333.7,51.8,1.2,3,35.1,0.7,4.4,5.2,8.5,5.6,10.2,6.8,16.1,56.5,52.8,27.4,9.9,8.9,35.7,0,433,0.2,6.5,47.6,75.7,0.5,1.2,1211.7,-1073.8
