"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",1.8,0.1,0,0,0,99.4,1.1,0.7,0.2,0,1.1,0.5,0,0.1,0,0.1,0.2,0.1,0.2,0.2,0.1,0.2,10.4,4.6,3.9,37.5,14,38.6,123.7,0.1,1.4,276.4,0.9,5.1,0.5,2.6,0.8,1.4,2.9,2.6,4,4.1,4.4,6.6,0,1293.4,0.1,0.5,4.7,84.8,78.7,0.4,2.4,-1708.8
"TTL_A03",0.1,0.2,0,0,0,1.9,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.4,2.5,1.1,6.4,18.4,0,0.2,33.5,0.2,0.8,0.1,0.4,0.1,0.2,0.3,0.1,0.3,0.5,0.5,0.7,0,130.5,0,0,0.7,8.1,6.7,0.6,3.9,-155.9
"TTL_B05_06",1.6,0.4,0,0,1.2,7.8,3.8,0.6,1.2,0.3,0.7,0,0,3.4,0.6,0.3,0.9,1,7.7,0.8,0.6,3.2,1,0.7,0.5,3.8,4.1,0.8,2.6,1.7,0.5,0.5,0.1,1.3,0.7,3.7,0.3,1.9,2.8,0.3,1.7,0.5,0.3,0.5,0,0.9,0.1,0,2.1,152.5,0.7,0,0,-222.7
"TTL_B07_08",0.7,0.2,0,0,0.3,1.7,0.8,0.1,0.3,0,0.2,0,0,1.7,0.3,0.1,0.3,0.4,2.4,0.3,0.2,0.7,0.1,0.2,0.3,0.7,1.1,0,0.6,0.6,0.1,0.2,0,0.3,0.1,0.7,0.1,0.7,0.9,0.1,0.3,0.1,0,0.1,0,0.4,0,0,1.2,80.7,1,0,0,-101.4
"TTL_B09",4.2,1.8,0,0,6.1,7.1,1.5,1.4,1,0.1,0.4,0,0,1.3,0.7,0.5,0.2,0.4,10.7,0.7,0.3,0.1,0.5,0.3,0.5,1.3,4.1,0.1,3.5,0.9,0.9,0.3,0.2,0.1,0.2,6.1,0.7,3.8,2.8,0.6,2.4,0.9,0.1,0.4,0,0.3,0,0,6.6,0.5,0.2,0.1,9.6,-0.7
"TTL_C10T12",24.3,3.4,0,0,0,900.8,136.9,61.8,70.9,22.1,139.6,53.7,0,10.4,4.8,6.3,27.6,20.1,24.1,9.6,5,2.3,53.1,34,460.4,1113.3,108.4,271.3,412.8,5.2,52.3,906.5,27.3,150.6,22.4,237.7,79.4,53.5,81.1,38,44.7,123.3,48.7,118.6,0,4893.1,0.4,0.4,292.4,335.5,379.3,173,4572.6,-1074
"TTL_C13T15",0.9,0.5,0,0,0,35.2,494.3,5,7.5,0.7,4.2,1.6,0,1.9,0.8,1.4,3.5,3.2,3.6,5.3,2,2.9,3.2,10.2,19.4,725.3,50.3,59,68.2,2.9,36.1,21.8,12.3,65.3,9.8,157.7,42.7,25.4,55.4,19.4,14.3,16.9,17.5,77.8,0,2354.9,0.1,0.2,94.3,1875.5,284.8,11.4,1391.4,-4817.2
"TTL_C16",7.3,0.9,0,0,0,54,0.5,0.2,0.2,0.2,0.7,0.2,0,0.6,0.4,0.8,1.3,1.3,1.3,1.3,0.5,0.4,1.3,2.2,222.1,29.5,18.3,56,15.3,1.1,3,5.6,1.5,10.2,0.3,6,2.4,1.6,1.7,2.7,5.6,37.7,3,5.9,0,542.2,0.1,0.1,196.6,203.8,13.7,2.7,113.3,-177.8
"TTL_C17_18",8,1.7,0,0,0,653.7,56.9,4,80.4,1.5,12.2,6,0,15.2,0.7,1.5,21.9,19.4,11.9,4.5,1.6,7.9,2.1,4.5,96,310.3,19.7,23.2,24.7,1.2,9.1,4.2,13.6,31.7,3.5,90,16,12.2,10.9,5.6,12.5,53.7,7.3,15.3,0,411,0.2,0.3,25.3,52.7,41.5,11.1,261.4,-955.2
"TTL_C19",0.2,0,0,0,0.1,2.8,0.5,0.4,0.5,80.4,97.2,9.4,0,18.3,30.3,19.3,4.9,6.6,7.3,6.5,2.6,1.2,1.4,2.5,0.9,471.2,9.8,19,31.8,1.1,1.5,2.5,0.9,3.4,1.1,25.2,5.2,2.7,6.6,13.1,5.3,1.2,1.5,3.9,0,293.7,0.1,0.2,6.7,60.9,133.4,0.5,6.7,-633.2
"TTL_C20",1.4,0,0,0,0.1,14.8,5.8,6.4,15.5,64,566,81.1,0,66.5,13.3,17,104.9,115.3,54.4,33.5,12.6,12.2,0.9,20,3.7,320,2.3,4,6.1,0.6,1.5,10.2,9.2,5.4,1.7,22.2,8.7,6.9,12.6,12,26.6,12.8,11.4,41.3,0,746.7,0.2,0.3,84.3,524.7,32.2,2.4,380.5,-1319.1
