"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",4047.4,10.9,15,4.9,0.1,11730.6,667.4,288.8,103.4,4.9,18.9,8.1,53.7,4.5,4.4,2.1,0.5,1.1,3,4.4,0.2,4.4,10.4,2.2,164.8,25.3,51.2,0.2,0.8,10.6,0.3,237.9,1.5,25.9,1.6,5.2,135,7.5,12.5,55.8,22.3,13.1,1.6,8.6,0,2816.1,0,0.1,2192.6,68.4,14.6,20.5,5990.8,-628.3
"TTL_A03",10.4,30.9,0.1,0,0.1,367.5,0.3,0,0.5,0.3,2.1,1.2,0.1,0,0.1,0.1,0,0,0.2,0.2,0,0.1,0.1,0,0.1,0.4,4.7,0,0.7,1.1,0.1,92.5,0.5,0.2,0.2,0.1,0,0.1,0.4,3.2,2.9,2.8,0.6,0.5,0,408.2,0,1,0.4,3,1,3.2,334.2,-10.2
"TTL_B05_06",5.2,0.2,789.3,5.4,85.7,17.4,3.5,1.2,2.5,5816,175.2,49.3,2.7,33.8,272.1,8.6,0.9,2.2,3.1,6.8,0.3,19.6,2088.1,2.7,173.8,23.7,62.9,0.3,2.2,12.7,0.4,17.2,4.9,30,4.2,154.7,141.7,6.1,6.4,28.8,16.3,10.8,2.4,5.7,0,596.1,0,2.5,1726.4,65.9,0.5,0.2,2500.8,-783.4
"TTL_B07_08",3.7,1.1,83.8,311.4,0.2,39,9.6,0.3,8.8,69,71.6,33.7,3.9,383,1163.2,49.5,1.3,4.4,1.5,20.1,0.3,2.2,0.3,14.4,582.1,1.3,1,0,0.2,0.4,0,6.7,1.6,5,1.6,1.3,64.4,1.1,3.2,14.1,0.8,0.6,0.9,2.4,0,70,0,1.8,1.8,42.7,0.3,0,1249.9,-188.2
"TTL_B09",0,0,2729.6,22.7,155.7,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0.2,0,4.6,0,0,0,0,0,0,0,0.1,0,0,0,0,30.3,4.2,0,0,0,0,0,0,0.1,0,0,281.2,0,0,0,2,-4.6
"TTL_C10T12",626.8,10.3,11.2,1.8,4.3,3652.2,42,7.5,58.4,9.7,100,82.4,23,31.3,57.3,11.8,4.9,10.5,12,32.7,0.9,7.1,4.6,14.6,79.5,49.5,25.7,0.3,44.5,11.6,0.5,2194.6,14.3,27.5,14.7,26.7,22.6,28.6,52.1,261.8,137.8,133,186.4,55.6,0,19479.3,0,81.8,62.2,99.5,64.6,86.7,11055.3,-621.8
"TTL_C13T15",99.7,6.9,31.6,0.5,39.1,164.8,2013.6,9,53.8,5.6,22.3,45.7,106.7,12.2,15.8,11.7,5.5,8.3,18.9,63.6,1.7,51.8,5.1,12.7,54.4,78.6,55,0.3,21.1,52.9,5.2,51.5,13.9,31.1,5.6,18.6,36.7,17,20.3,131.3,28,51.2,46.1,53.3,0,5685.8,0,6.1,34.4,29.7,31.7,55.5,2052.4,-2353.7
"TTL_C16",148.3,0.6,0.9,0.1,0.3,85.4,8.1,247.9,11.5,1.4,5.3,4,8.7,9.9,6.5,12.6,2.5,8.2,6.4,8.6,0.4,174,0.4,28.5,543.3,210.9,2,0,0.6,16.9,0.1,4.8,10.1,2.5,1.1,1.9,57.7,6.4,4.7,9.5,1.5,1.3,12.5,5.2,0,82.6,0,1.4,110.4,6,2.6,3.9,221,-120.3
"TTL_C17_18",24,11.1,6.5,10,7.3,618.9,49.8,14.5,1365.4,3.2,70.8,98.7,43.7,61.9,11.4,18.8,14.6,26,16.9,18,1.5,29.1,5.8,7.3,34.7,173.4,45.1,0.7,12.9,10.3,13.3,84.2,422.1,36.8,65.9,172.8,20.2,167.7,41.8,197.4,109.5,42.3,47.2,69.2,0,1095,0,3.2,7.3,14.7,7.4,12.4,473.8,-648.6
"TTL_C19",598,31.2,15.4,16,34,156.8,54.1,20.7,59.4,174.5,281.3,62.2,193.6,53.3,73.8,22.9,7.8,26.9,16.9,28.1,2.1,19.6,39.5,31.5,121.7,138,952.2,4.5,217.2,150.7,3.4,19.9,7.6,11.6,7,24.9,38.3,21,29.5,144.1,17.1,26.6,16.1,19.9,0,1695.6,0,2.9,12.7,20.6,26.8,34.7,3469.5,-896.5
