"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_A01_02",2570.5,31.8,2,0.1,0.1,5919.2,550.3,402.1,153.9,15.8,86.7,19.4,49.5,9.2,4.7,3.5,3.7,3.1,3.5,4.5,1.3,35.5,17.6,3.8,182.5,92.8,11.4,2.8,3.3,3.9,0.7,258.5,6.9,8.1,1.5,4.2,6.5,7.8,10.4,40.8,14.4,26.5,8.6,17.7,0,14051.5,2.2,28.1,1066.9,229.7,2,1.5,403,-2673.4
"TTL_A03",21.2,268.9,0.4,0,0,600.8,17.8,0.8,1.2,3,3.8,1.3,0.9,1,0.8,0.5,0.7,0.6,0.6,0.7,0.2,2.6,1,0.5,11.3,7.3,2,1.2,0.9,0.6,0.1,117.5,1.6,1.5,0.3,0.6,0.6,1.2,1,3.2,2,3.5,1.6,2.1,0,4092.2,1.1,1.4,41.8,85.7,0.2,0.2,52.1,-12.5
"TTL_B05_06",6.2,1.5,5.6,0.1,0.2,5.3,7.3,0.4,1.6,1721.6,19.6,0.5,1.3,8.5,8.3,0.9,0.6,0.8,1,0.8,0.3,1,74.6,0.8,24.3,5.2,13.5,2.6,4.2,1.1,0.3,1.2,0.4,0.8,0.1,0.3,0.7,0.8,0.8,2.3,0.7,1.1,0.4,1.5,0,65,0,0,81.1,5.7,0.2,0,4.7,-339.2
"TTL_B07_08",1.2,0.1,0.2,0.2,0,1.1,0.9,0.1,0.6,7.7,9.6,0.2,0.4,38.3,16.6,0.6,0.2,0.5,0.3,0.2,0.1,0.7,1.6,0.2,76.7,0.3,0.3,0,0,0.1,0,0.2,0,0,0,0,0.1,0.1,0.1,0.3,0,0.1,0,0.1,0,5,0,0,5.5,0.3,0.1,0,0.2,-93.8
"TTL_B09",0.2,0.1,2.6,0,0.1,0.2,0.2,0,0.1,17.7,0.4,0,0.1,0.9,0.9,0.1,0,0,0,0,0,0,0.9,0,5.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.8,0,0,41.7,0,0,0,2.1,-3.7
"TTL_C10T12",958.3,70.8,0.9,0.1,0.1,2388.9,198.6,1.8,13.7,19,105.8,23.9,11,6.7,4.4,2.7,3.9,3.5,3.1,3.1,0.8,7.4,5.6,3.6,45.8,78.9,6.7,6.2,4.4,3.4,0.5,978.8,9,7.8,1.6,3.8,4.6,9.4,7.5,52.5,35.3,70.9,17.1,30.2,0,14542.8,1.8,3.6,75.9,112.7,7.5,4.6,470.9,-3321.5
"TTL_C13T15",25.1,10.1,1.5,0.1,0.1,42.2,8523.9,4.8,21.2,17.5,25.1,5.6,30.7,13.5,7.8,8,9.1,8.7,9.2,26.8,4,58.3,6.3,3.9,123,34.8,10,2.1,3,2.5,1,13.5,7.1,6.9,1.2,2.6,2.6,6.9,5.7,22.5,4.8,18.3,5.4,29.2,0,3216.2,0.8,1.9,182.5,152.7,4.1,2.3,19505.2,-5266.2
"TTL_C16",9.6,1.5,0.4,0.1,0,11.4,19.2,133.7,23.9,1.5,5.7,0.8,4.1,11.6,3.2,5,2.8,4.4,3.6,8.9,3.8,125.1,3.7,1,620.2,11.4,2.1,0.2,0.2,1.5,0.1,1.8,2.1,0.9,0.2,0.4,5.5,2.3,1.4,2.5,1.4,1.5,1.2,9.4,0,157.3,0.1,0.1,78.2,6.3,0.3,0.2,10.8,-23.1
"TTL_C17_18",18.8,4.2,0.7,0.1,0.1,220.9,264.1,13,786.1,12.2,52.2,22.9,29.9,48.1,7.7,9.7,18.8,20.3,12.3,13.2,2.4,36.9,6.7,5.7,76.3,105.6,9.7,1.3,1.9,6,4.4,19.8,210.7,24.9,6.6,28.1,6.6,47.3,18.7,48.6,30.4,23.5,11.6,32.2,0,807.4,0.3,1.3,84.7,22.3,1,0.5,35.7,-431.1
"TTL_C19",261.2,68.3,15,1.8,1.1,83.1,185,12.7,32.6,1536,290.3,14.5,54.5,142.7,82.5,19,14.6,20.3,16.1,19.7,6,34.1,162.9,29.8,744.5,157.3,614,96.4,205.5,33.5,10.6,23.9,11.2,22.7,2.9,10.9,10.6,23.3,27.4,78.4,17.4,32.8,9.6,47.9,0,2828.4,0.1,1.3,98.6,63,3.3,1.5,379.8,-2158.9
